id,code,name,amount,State
,562991,Septic Tank and Related Services,1485821.72,AK
,621111,Offices of Physicians (except Mental Health Specialists),1485068.44,AK
,923120,Administration of Public Health Programs,1461979.69,AK
,621999,All Other Miscellaneous Ambulatory Health Care Services,1436349.07,AK
,488390,Other Support Activities for Water Transportation,1415066.82,AK
,518210,"Data Processing, Hosting, and Related Services",1357923.5,AK
,484210,Used Household and Office Goods Moving,1357754.44,AK
,811213,Communication Equipment Repair and Maintenance,1264108.94,AK
,336411,Aircraft Manufacturing,1212297.9,AK
,541612,Human Resources Consulting Services,1189262.49,AK
,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),1115600.62,AK
,511210,Software Publishers,1097673.61,AK
,611699,All Other Miscellaneous Schools and Instruction,1071200.32,AK
,621910,Ambulance Services,1070750.0,AK
,443120,Computer and Software Stores,976767.81,AK
,221121,Electric Bulk Power Transmission and Control,955370.0,AK
,624120,Services for the Elderly and Persons with Disabilities,949701.46,AK
,811212,Computer and Office Machine Repair and Maintenance,947833.21,AK
,238290,Other Building Equipment Contractors,939299.47,AK
,621511,Medical Laboratories,929736.77,AK
,212321,Construction Sand and Gravel Mining,926038.51,AK
,339920,Sporting and Athletic Goods Manufacturing,905114.08,AK
,532291,Home Health Equipment Rental,811667.84,AK
,517210,Wireless Telecommunications Carriers (except Satellite),810495.42,AK
,333293,Printing Machinery and Equipment Manufacturing,761121.02,AK
,334419,Other Electronic Component Manufacturing,750540.41,AK
,517410,Satellite Telecommunications,736174.41,AK
,541618,Other Management Consulting Services,692907.53,AK
,621493,Freestanding Ambulatory Surgical and Emergency Centers,679400.0,AK
,541720,Research and Development in the Social Sciences and Humanities,666943.0,AK
,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,664604.95,AK
,334119,Other Computer Peripheral Equipment Manufacturing,631449.47,AK
,333318,Other Commercial and Service Industry Machinery Manufacturing,606869.44,AK
,621492,Kidney Dialysis Centers,578702.61,AK
,337122,Nonupholstered Wood Household Furniture Manufacturing,560140.9,AK
,333111,Farm Machinery and Equipment Manufacturing,551451.97,AK
,238110,Poured Concrete Foundation and Structure Contractors,551085.0,AK
,334517,Irradiation Apparatus Manufacturing,541312.17,AK
,325120,Industrial Gas Manufacturing,528470.99,AK
,441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",496328.9,AK
,337211,Wood Office Furniture Manufacturing,489438.55,AK
,336999,All Other Transportation Equipment Manufacturing,477594.42,AK
,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",468583.44,AK
,713930,Marinas,463181.85,AK
,444130,Hardware Stores,462873.61,AK
,312112,Bottled Water Manufacturing,448455.27,AK
,441222,Boat Dealers,438249.34,AK
,333120,Construction Machinery Manufacturing,436068.21,AK
,335911,Storage Battery Manufacturing,433596.9,AK
,336612,Boat Building,430480.59,AK
,483113,Coastal and Great Lakes Freight Transportation,429865.99,AK
,541320,Landscape Architectural Services,410718.0,AK
,332311,Prefabricated Metal Building and Component Manufacturing,404598.53,AK
,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",397600.0,AK
,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,387199.58,AK
,621112,"Offices of Physicians, Mental Health Specialists",386000.0,AK
,334614,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing",385434.48,AK
,492110,Couriers and Express Delivery Services,385242.39,AK
,335312,Motor and Generator Manufacturing,375318.16,AK
,324121,Asphalt Paving Mixture and Block Manufacturing,361717.97,AK
,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,356647.9,AK
,336112,Light Truck and Utility Vehicle Manufacturing,344790.12,AK
,332439,Other Metal Container Manufacturing,328835.75,AK
,721110,Hotels (except Casino Hotels) and Motels,326354.31,AK
,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",324892.29,AK
,326199,All Other Plastics Product Manufacturing,314974.39,AK
,812320,Drycleaning and Laundry Services (except Coin-Operated),313686.16,AK
,621420,Outpatient Mental Health and Substance Abuse Centers,313415.0,AK
,541380,Testing Laboratories,311212.0,AK
,531320,Offices of Real Estate Appraisers,308715.0,AK
,488510,Freight Transportation Arrangement,305007.05,AK
,541360,Geophysical Surveying and Mapping Services,299370.05,AK
,424710,Petroleum Bulk Stations and Terminals,297737.46,AK
,221111,Hydroelectric Power Generation,295000.0,AK
,562998,All Other Miscellaneous Waste Management Services,291188.97,AK
,531390,Other Activities Related to Real Estate,281989.0,AK
,325611,Soap and Other Detergent Manufacturing,279754.14,AK
,325199,All Other Basic Organic Chemical Manufacturing,276149.99,AK
,326122,Plastics Pipe and Pipe Fitting Manufacturing,268198.15,AK
,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",266243.4,AK
,332510,Hardware Manufacturing,261977.61,AK
,811121,"Automotive Body, Paint, and Interior Repair and Maintenance",254287.46,AK
,611620,Sports and Recreation Instruction,252662.8,AK
,515210,Cable and Other Subscription Programming,251223.13,AK
,454310,Fuel Dealers,248484.64,AK
,491110,Postal Service,245684.26,AK
,337124,Metal Household Furniture Manufacturing,245106.61,AK
,314910,Textile Bag and Canvas Mills,243661.34,AK
,493110,General Warehousing and Storage,240406.53,AK
,333618,Other Engine Equipment Manufacturing,239974.72,AK
,813110,Religious Organizations,239812.65,AK
,562112,Hazardous Waste Collection,227884.38,AK
,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",225217.08,AK
,481219,Other Nonscheduled Air Transportation,224335.0,AK
,332312,Fabricated Structural Metal Manufacturing,223614.0,AK
,813311,Human Rights Organizations,223600.0,AK
,562920,Materials Recovery Facilities,218703.03,AK
,423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,212527.0,AK
,221310,Water Supply and Irrigation Systems,210435.29,AK
,315999,Other Apparel Accessories and Other Apparel Manufacturing,194430.03,AK
,336212,Truck Trailer Manufacturing,194389.04,AK
,611710,Educational Support Services,194306.31,AK
,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,188486.95,AK
,321912,"Cut Stock, Resawing Lumber, and Planing",181816.95,AK
,561599,All Other Travel Arrangement and Reservation Services,181229.66,AK
,611691,Exam Preparation and Tutoring,181000.0,AK
,531190,Lessors of Other Real Estate Property,179040.94,AK
,333911,Pump and Pumping Equipment Manufacturing,178239.55,AK
,424410,General Line Grocery Merchant Wholesalers,176947.24,AK
,621498,All Other Outpatient Care Centers,172664.86,AK
,334519,Other Measuring and Controlling Device Manufacturing,168356.79,AK
,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),168109.53,AK
,333315,Photographic and Photocopying Equipment Manufacturing,167140.68,AK
,332919,Other Metal Valve and Pipe Fitting Manufacturing,163114.03,AK
,333511,Industrial Mold Manufacturing,162800.0,AK
,532420,Office Machinery and Equipment Rental and Leasing,156245.08,AK
,561410,Document Preparation Services,153330.35,AK
,335931,Current-Carrying Wiring Device Manufacturing,151689.95,AK
,712120,Historical Sites,147390.0,AK
,541921,"Photography Studios, Portrait",142432.68,AK
,325413,In-Vitro Diagnostic Substance Manufacturing,139222.73,AK
,333249,Other Industrial Machinery Manufacturing,138418.5,AK
,238330,Flooring Contractors,136798.52,AK
,561710,Exterminating and Pest Control Services,136795.85,AK
,335311,"Power, Distribution, and Specialty Transformer Manufacturing",136416.0,AK
,812930,Parking Lots and Garages,134270.65,AK
,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,133767.73,AK
,325992,"Photographic Film, Paper, Plate, and Chemical Manufacturing",131674.84,AK
,812332,Industrial Launderers,131062.1,AK
,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,128125.23,AK
,332420,Metal Tank (Heavy Gauge) Manufacturing,125388.61,AK
,488210,Support Activities for Rail Transportation,124041.18,AK
,238120,Structural Steel and Precast Concrete Contractors,123438.0,AK
,332321,Metal Window and Door Manufacturing,122730.56,AK
,339950,Sign Manufacturing,121282.83,AK
,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,121195.08,AK
,483211,Inland Water Freight Transportation,120789.0,AK
,336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,120687.47,AK
,336390,Other Motor Vehicle Parts Manufacturing,118868.72,AK
,922140,Correctional Institutions,118766.8,AK
,423710,Hardware Merchant Wholesalers,117947.87,AK
,541890,Other Services Related to Advertising,116967.88,AK
,339944,Carbon Paper and Inked Ribbon Manufacturing,115691.49,AK
,561492,Court Reporting and Stenotype Services,109439.95,AK
,713940,Fitness and Recreational Sports Centers,108932.0,AK
,325412,Pharmaceutical Preparation Manufacturing,108817.81,AK
,332618,Other Fabricated Wire Product Manufacturing,108613.24,AK
,444190,Other Building Material Dealers,107950.0,AK
,424490,Other Grocery and Related Products Merchant Wholesalers,106550.73,AK
,621320,Offices of Optometrists,106062.75,AK
,621512,Diagnostic Imaging Centers,105804.8,AK
,924120,Administration of Conservation Programs,104001.99,AK
,211112,Natural Gas Liquid Extraction,101564.53,AK
,481111,Scheduled Passenger Air Transportation,96680.0,AK
,321113,Sawmills,96145.21,AK
,221122,Electric Power Distribution,95389.88,AK
,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",94205.77,AK
,314999,All Other Miscellaneous Textile Product Mills,93825.41,AK
,336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,93780.0,AK
,333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,93603.91,AK
,451110,Sporting Goods Stores,91141.38,AK
,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,90214.53,AK
,211111,Crude Petroleum and Natural Gas Extraction,90000.0,AK
,333298,All Other Industrial Machinery Manufacturing,89138.67,AK
,213112,Support Activities for Oil and Gas Operations,87250.0,AK
,531210,Offices of Real Estate Agents and Brokers,86398.75,AK
,238310,Drywall and Insulation Contractors,82950.0,AK
,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",82712.56,AK
,611692,Automobile Driving Schools,81760.0,AK
,238190,"Other Foundation, Structure, and Building Exterior Contractors",79140.0,AK
,321999,All Other Miscellaneous Wood Product Manufacturing,78322.87,AK
,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",78298.45,AK
,339999,All Other Miscellaneous Manufacturing,76660.15,AK
,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",74304.78,AK
,335129,Other Lighting Equipment Manufacturing,74065.4,AK
,333316,Photographic and Photocopying Equipment Manufacturing,73555.58,AK
,441310,Automotive Parts and Accessories Stores,72577.49,AK
,332322,Sheet Metal Work Manufacturing,71710.96,AK
,423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers",71680.0,AK
,327320,Ready-Mix Concrete Manufacturing,69950.0,AK
,322121,Paper (except Newsprint) Mills,69706.64,AK
,561920,Convention and Trade Show Organizers,69650.0,AK
,325510,Paint and Coating Manufacturing,67874.21,AK
,321992,Prefabricated Wood Building Manufacturing,67346.0,AK
,541940,Veterinary Services,65594.45,AK
,331110,Iron and Steel Mills and Ferroalloy Manufacturing,65235.5,AK
,482111,Line-Haul Railroads,64459.09,AK
,926140,Regulation of Agricultural Marketing and Commodities,63713.0,AK
,333319,Other Commercial and Service Industry Machinery Manufacturing,61722.95,AK
,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,60334.81,AK
,315299,All Other Cut and Sew Apparel Manufacturing,59394.56,AK
,221330,Steam and Air-Conditioning Supply,59247.0,AK
,335912,Primary Battery Manufacturing,58686.0,AK
,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,56984.64,AK
,924110,Administration of Air and Water Resource and Solid Waste Management Programs,56120.95,AK
,334412,Bare Printed Circuit Board Manufacturing,55839.42,AK
,337910,Mattress Manufacturing,55194.11,AK
,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",53887.3,AK
,335110,Electric Lamp Bulb and Part Manufacturing,53720.36,AK
,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,53134.11,AK
,332431,Metal Can Manufacturing,53109.0,AK
,336214,Travel Trailer and Camper Manufacturing,53031.0,AK
,335122,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",52999.9,AK
,811118,Other Automotive Mechanical and Electrical Repair and Maintenance,52120.0,AK
,333244,Printing Machinery and Equipment Manufacturing,51603.5,AK
,423210,Furniture Merchant Wholesalers,51078.64,AK
,325211,Plastics Material and Resin Manufacturing,49626.68,AK
,333912,Air and Gas Compressor Manufacturing,49622.49,AK
,326220,Rubber and Plastics Hoses and Belting Manufacturing,49583.2,AK
,315220,Men’s and Boys’ Cut and Sew Apparel Manufacturing,49165.2,AK
,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,48893.47,AK
,562212,Solid Waste Landfill,48683.15,AK
,483212,Inland Water Passenger Transportation,47569.5,AK
,326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,47012.75,AK
,313210,Broadwoven Fabric Mills,46550.0,AK
,561499,All Other Business Support Services,45999.2,AK
,484110,"General Freight Trucking, Local",44375.0,AK
,921150,American Indian and Alaska Native Tribal Governments,44122.0,AK
,541922,Commercial Photography,44000.0,AK
,339111,Laboratory Apparatus and Furniture Manufacturing,43980.0,AK
,336412,Aircraft Engine and Engine Parts Manufacturing,43310.49,AK
,531110,Lessors of Residential Buildings and Dwellings,42941.74,AK
,336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,41462.58,AK
,611310,"Colleges, Universities, and Professional Schools",40427.59,AK
,711510,"Independent Artists, Writers, and Performers",40283.8,AK
,321920,Wood Container and Pallet Manufacturing,39996.0,AK
,454312,Liquefied Petroleum Gas (Bottled Gas) Dealers,39416.03,AK
,561622,Locksmiths,39000.0,AK
,324191,Petroleum Lubricating Oil and Grease Manufacturing,38832.6,AK
,334310,Audio and Video Equipment Manufacturing,38106.46,AK
,339930,"Doll, Toy, and Game Manufacturing",37416.3,AK
,327390,Other Concrete Product Manufacturing,37356.45,AK
,624310,Vocational Rehabilitation Services,37300.27,AK
,335313,Switchgear and Switchboard Apparatus Manufacturing,37081.41,AK
,238350,Finish Carpentry Contractors,36738.44,AK
,335221,Household Cooking Appliance Manufacturing,35544.58,AK
,624190,Other Individual and Family Services,35118.96,AK
,811111,General Automotive Repair,34987.69,AK
,453210,Office Supplies and Stationery Stores,34923.36,AK
,541219,Other Accounting Services,34740.0,AK
,532111,Passenger Car Rental,33617.2,AK
,532299,All Other Consumer Goods Rental,33550.75,AK
,423920,Toy and Hobby Goods and Supplies Merchant Wholesalers,31336.0,AK
,423690,Other Electronic Parts and Equipment Merchant Wholesalers,31250.0,AK
,444210,Outdoor Power Equipment Stores,30678.48,AK
,531130,Lessors of Miniwarehouses and Self-Storage Units,29502.83,AK
,424120,Stationery and Office Supplies Merchant Wholesalers,29376.6,AK
,316999,All Other Leather Good and Allied Product Manufacturing,29258.67,AK
,316998,All Other Leather Good and Allied Product Manufacturing,29238.78,AK
,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),29113.68,AK
,326211,Tire Manufacturing (except Retreading),28729.2,AK
,333921,Elevator and Moving Stairway Manufacturing,28624.0,AK
,488330,Navigational Services to Shipping,28600.0,AK
,922160,Fire Protection,28192.0,AK
,519130,Internet Publishing and Broadcasting and Web Search Portals,28180.0,AK
,812210,Funeral Homes and Funeral Services,28108.86,AK
,424910,Farm Supplies Merchant Wholesalers,27389.15,AK
,333994,Industrial Process Furnace and Oven Manufacturing,27347.55,AK
,424130,Industrial and Personal Service Paper Merchant Wholesalers,27307.76,AK
,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",26919.5,AK
,481112,Scheduled Freight Air Transportation,26257.26,AK
,541350,Building Inspection Services,25767.0,AK
,921190,Other General Government Support,25597.95,AK
,335314,Relay and Industrial Control Manufacturing,25528.0,AK
,561330,Professional Employer Organizations,25150.0,AK
,331210,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,24961.4,AK
,332911,Industrial Valve Manufacturing,24786.68,AK
,112511,Finfish Farming and Fish Hatcheries,24720.0,AK
,314994,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills",24565.45,AK
,813319,Other Social Advocacy Organizations,24350.0,AK
,812910,Pet Care (except Veterinary) Services,24000.0,AK
,327211,Flat Glass Manufacturing,23451.95,AK
,442110,Furniture Stores,22443.01,AK
,113310,Logging,22230.0,AK
,562119,Other Waste Collection,22070.53,AK
,483112,Deep Sea Passenger Transportation,21915.6,AK
,238170,Siding Contractors,21850.0,AK
,611420,Computer Training,21104.75,AK
,424690,Other Chemical and Allied Products Merchant Wholesalers,20582.25,AK
,332992,Small Arms Ammunition Manufacturing,20387.8,AK
,441210,Recreational Vehicle Dealers,20102.64,AK
,334514,Totalizing Fluid Meter and Counting Device Manufacturing,19980.0,AK
,321918,Other Millwork (including Flooring),19950.0,AK
,453920,Art Dealers,19950.0,AK
,325414,Biological Product (except Diagnostic) Manufacturing,19750.0,AK
,423110,Automobile and Other Motor Vehicle Merchant Wholesalers,19656.0,AK
,333992,Welding and Soldering Equipment Manufacturing,19644.55,AK
,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,19213.0,AK
,326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,18963.77,AK
,713990,All Other Amusement and Recreation Industries,18567.0,AK
,334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",18555.39,AK
,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring",18500.0,AK
,441110,New Car Dealers,17991.15,AK
,321991,Manufactured Home (Mobile Home) Manufacturing,17500.0,AK
,519190,All Other Information Services,17360.15,AK
,322211,Corrugated and Solid Fiber Box Manufacturing,16992.0,AK
,517911,Telecommunications Resellers,16536.01,AK
,512110,Motion Picture and Video Production,16500.0,AK
,333313,Office Machinery Manufacturing,15995.28,AK
,335210,Small Electrical Appliance Manufacturing,15969.22,AK
,336120,Heavy Duty Truck Manufacturing,15949.48,AK
,541199,All Other Legal Services,15926.0,AK
,423390,Other Construction Material Merchant Wholesalers,15816.01,AK
,484220,"Specialized Freight (except Used Goods) Trucking, Local",15700.0,AK
,315210,Cut and Sew Apparel Contractors,15100.0,AK
,712110,Museums,15100.0,AK
,315992,Glove and Mitten Manufacturing,15071.76,AK
,311612,Meat Processed from Carcasses,14936.86,AK
,423440,Other Commercial Equipment Merchant Wholesalers,14666.72,AK
,327420,Gypsum Product Manufacturing,14531.0,AK
,311812,Commercial Bakeries,14175.66,AK
,327910,Abrasive Product Manufacturing,14158.25,AK
,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,13984.0,AK
,722110,Full-Service Restaurants,13831.93,AK
,333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing",13803.78,AK
,238150,Glass and Glazing Contractors,13643.0,AK
,424320,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,13510.2,AK
,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,13285.64,AK
,511120,Periodical Publishers,13227.46,AK
,442210,Floor Covering Stores,13093.0,AK
,236116,New Multifamily Housing Construction (except For-Sale Builders),13000.0,AK
,562213,Solid Waste Combustors and Incinerators,12973.3,AK
,221118,Other Electric Power Generation,12948.65,AK
,112519,Other Aquaculture,12600.0,AK
,541850,Outdoor Advertising,12500.0,AK
,423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,12463.7,AK
,541430,Graphic Design Services,12400.0,AK
,325612,Polish and Other Sanitation Good Manufacturing,12358.2,AK
,423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,12119.62,AK
,314912,Canvas and Related Product Mills,12033.0,AK
,423410,Photographic Equipment and Supplies Merchant Wholesalers,12030.4,AK
,311119,Other Animal Food Manufacturing,12000.0,AK
,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,11947.0,AK
,339114,Dental Equipment and Supplies Manufacturing,11000.0,AK
,212312,Crushed and Broken Limestone Mining and Quarrying,10428.69,AK
,561613,Armored Car Services,10416.0,AK
,541810,Advertising Agencies,10255.0,AK
,333997,Scale and Balance Manufacturing,10001.2,AK
,812310,Coin-Operated Laundries and Drycleaners,9984.0,AK
,511199,All Other Publishers,9840.0,AK
,813312,"Environment, Conservation and Wildlife Organizations",9500.0,AK
,488320,Marine Cargo Handling,9431.58,AK
,423830,Industrial Machinery and Equipment Merchant Wholesalers,9188.37,AK
,314110,Carpet and Rug Mills,9147.36,AK
,541211,Offices of Certified Public Accountants,9000.0,AK
,334613,Blank Magnetic and Optical Recording Media Manufacturing,8977.6,AK
,333241,Food Product Machinery Manufacturing,8962.58,AK
,339940,Office Supplies (except Paper) Manufacturing,8824.6,AK
,331222,Steel Wire Drawing,8785.6,AK
,448110,Men's Clothing Stores,8697.41,AK
,327992,Ground or Treated Mineral and Earth Manufacturing,8663.75,AK
,811490,Other Personal and Household Goods Repair and Maintenance,8610.0,AK
,335932,Noncurrent-Carrying Wiring Device Manufacturing,8475.4,AK
,811198,All Other Automotive Repair and Maintenance,8441.1,AK
,333993,Packaging Machinery Manufacturing,8337.96,AK
,315228,Men's and Boys' Cut and Sew Other Outerwear Manufacturing,8124.9,AK
,454113,Mail-Order Houses,8119.44,AK
,454319,Other Fuel Dealers,7554.18,AK
,541613,Marketing Consulting Services,7500.0,AK
,332710,Machine Shops,7496.22,AK
,323119,Other Commercial Printing,7450.88,AK
,487210,"Scenic and Sightseeing Transportation, Water",7325.63,AK
,323111,Commercial Printing (except Screen and Books),7101.5,AK
,339994,"Broom, Brush, and Mop Manufacturing",7033.94,AK
,812990,All Other Personal Services,7000.0,AK
,811211,Consumer Electronics Repair and Maintenance,6918.3,AK
,423930,Recyclable Material Merchant Wholesalers,6918.3,AK
,532310,General Rental Centers,6600.0,AK
,812331,Linen Supply,6500.0,AK
,443142,Electronics Stores,6419.99,AK
,323114,Quick Printing,6233.61,AK
,238390,Other Building Finishing Contractors,5964.45,AK
,335224,Household Laundry Equipment Manufacturing,5668.1,AK
,332216,Saw Blade and Handtool Manufacturing,5635.99,AK
,311999,All Other Miscellaneous Food Manufacturing,5506.14,AK
,488490,Other Support Activities for Road Transportation,5040.0,AK
,423850,Service Establishment Equipment and Supplies Merchant Wholesalers,4926.0,AK
,713920,Skiing Facilities,4760.0,AK
,335921,Fiber Optic Cable Manufacturing,4490.5,AK
,922190,"Other Justice, Public Order, and Safety Activities",4150.0,AK
,314121,Curtain and Drapery Mills,3999.24,AK
,452990,All Other General Merchandise Stores,3973.91,AK
,333314,Optical Instrument and Lens Manufacturing,3861.19,AK
,423420,Office Equipment Merchant Wholesalers,3852.0,AK
,332212,Hand and Edge Tool Manufacturing,3640.69,AK
,337920,Blind and Shade Manufacturing,3614.0,AK
,541711,Research and Development in Biotechnology,3600.0,AK
,326299,All Other Rubber Product Manufacturing,3579.8,AK
,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",3500.0,AK
,488410,Motor Vehicle Towing,3220.0,AK
,333294,Food Product Machinery Manufacturing,3058.59,AK
,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",2762.4,AK
,441320,Tire Dealers,2699.54,AK
