id,code,name,amount,State
,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",298025.51,AK
,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,284065.82,AK
,517210,Wireless Telecommunications Carriers (except Satellite),283918.96,AK
,221310,Water Supply and Irrigation Systems,281802.23,AK
,334516,Analytical Laboratory Instrument Manufacturing,279650.0,AK
,813311,Human Rights Organizations,264600.0,AK
,339999,All Other Miscellaneous Manufacturing,252423.95,AK
,722514,"Cafeterias, Grill Buffets, and Buffets",252000.0,AK
,423710,Hardware Merchant Wholesalers,249909.69,AK
,238350,Finish Carpentry Contractors,249079.0,AK
,491110,Postal Service,245807.52,AK
,238150,Glass and Glazing Contractors,242431.0,AK
,488330,Navigational Services to Shipping,241990.26,AK
,812332,Industrial Launderers,241237.35,AK
,332420,Metal Tank (Heavy Gauge) Manufacturing,238892.0,AK
,238140,Masonry Contractors,236590.0,AK
,212319,Other Crushed and Broken Stone Mining and Quarrying,234000.0,AK
,621420,Outpatient Mental Health and Substance Abuse Centers,233629.0,AK
,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,225017.0,AK
,238110,Poured Concrete Foundation and Structure Contractors,218107.76,AK
,335312,Motor and Generator Manufacturing,212637.0,AK
,483211,Inland Water Freight Transportation,208138.0,AK
,339920,Sporting and Athletic Goods Manufacturing,194785.2,AK
,811490,Other Personal and Household Goods Repair and Maintenance,191008.98,AK
,531190,Lessors of Other Real Estate Property,190243.14,AK
,488490,Other Support Activities for Road Transportation,184640.76,AK
,515210,Cable and Other Subscription Programming,183577.34,AK
,325611,Soap and Other Detergent Manufacturing,171708.83,AK
,922120,Police Protection,171313.44,AK
,926110,Administration of General Economic Programs,168319.67,AK
,454310,Fuel Dealers,166482.44,AK
,561611,Investigation Services,164911.13,AK
,541350,Building Inspection Services,163161.11,AK
,541720,Research and Development in the Social Sciences and Humanities,161262.0,AK
,333997,Scale and Balance Manufacturing,157840.0,AK
,321992,Prefabricated Wood Building Manufacturing,156592.0,AK
,517312,Wireless Telecommunications Carriers (except Satellite),154384.23,AK
,621112,"Offices of Physicians, Mental Health Specialists",150582.84,AK
,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",149825.06,AK
,483114,Coastal and Great Lakes Passenger Transportation,145415.0,AK
,562219,Other Nonhazardous Waste Treatment and Disposal,140071.39,AK
,238310,Drywall and Insulation Contractors,138967.2,AK
,492110,Couriers and Express Delivery Services,135850.24,AK
,113110,Timber Tract Operations,135107.05,AK
,336360,Motor Vehicle Seating and Interior Trim Manufacturing,122543.0,AK
,212312,Crushed and Broken Limestone Mining and Quarrying,118988.1,AK
,812320,Drycleaning and Laundry Services (except Coin-Operated),116111.64,AK
,334310,Audio and Video Equipment Manufacturing,115037.21,AK
,481111,Scheduled Passenger Air Transportation,110100.0,AK
,922140,Correctional Institutions,105556.28,AK
,541940,Veterinary Services,103943.23,AK
,311991,Perishable Prepared Food Manufacturing,100761.59,AK
,336214,Travel Trailer and Camper Manufacturing,97455.0,AK
,713940,Fitness and Recreational Sports Centers,97141.4,AK
,336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,96410.0,AK
,441222,Boat Dealers,91571.86,AK
,811412,Appliance Repair and Maintenance,88909.6,AK
,327390,Other Concrete Product Manufacturing,88317.0,AK
,335911,Storage Battery Manufacturing,87150.0,AK
,333618,Other Engine Equipment Manufacturing,85141.0,AK
,334290,Other Communications Equipment Manufacturing,84116.3,AK
,711510,"Independent Artists, Writers, and Performers",83550.0,AK
,813110,Religious Organizations,81158.0,AK
,811111,General Automotive Repair,80752.56,AK
,624190,Other Individual and Family Services,75000.0,AK
,335912,Primary Battery Manufacturing,72778.0,AK
,921150,American Indian and Alaska Native Tribal Governments,71610.0,AK
,211120,Crude Petroleum Extraction,71262.8,AK
,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",70860.5,AK
,332510,Hardware Manufacturing,68242.92,AK
,332321,Metal Window and Door Manufacturing,62924.37,AK
,621320,Offices of Optometrists,62656.88,AK
,336211,Motor Vehicle Body Manufacturing,62493.62,AK
,334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",61264.8,AK
,624310,Vocational Rehabilitation Services,54728.55,AK
,562119,Other Waste Collection,54559.9,AK
,424690,Other Chemical and Allied Products Merchant Wholesalers,54440.0,AK
,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),53846.47,AK
,517410,Satellite Telecommunications,53225.46,AK
,541870,Advertising Material Distribution Services,53199.0,AK
,515111,Radio Networks,52199.2,AK
,324191,Petroleum Lubricating Oil and Grease Manufacturing,52165.98,AK
,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,51994.37,AK
,325180,Other Basic Inorganic Chemical Manufacturing,51700.0,AK
,423830,Industrial Machinery and Equipment Merchant Wholesalers,51541.0,AK
,336212,Truck Trailer Manufacturing,50366.0,AK
,512110,Motion Picture and Video Production,46509.5,AK
,323111,Commercial Printing (except Screen and Books),45960.0,AK
,325612,Polish and Other Sanitation Good Manufacturing,45903.87,AK
,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",43270.0,AK
,531110,Lessors of Residential Buildings and Dwellings,40748.52,AK
,551114,"Corporate, Subsidiary, and Regional Managing Offices",40686.9,AK
,314110,Carpet and Rug Mills,39995.0,AK
,721191,Bed-and-Breakfast Inns,39990.0,AK
,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,39227.0,AK
,339950,Sign Manufacturing,39000.0,AK
,811420,Reupholstery and Furniture Repair,38000.0,AK
,424710,Petroleum Bulk Stations and Terminals,36470.0,AK
,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",32738.56,AK
,315210,Cut and Sew Apparel Contractors,32604.0,AK
,334210,Telephone Apparatus Manufacturing,31980.33,AK
,311812,Commercial Bakeries,31674.47,AK
,238130,Framing Contractors,31507.0,AK
,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,31347.0,AK
,712120,Historical Sites,31088.43,AK
,921190,Other General Government Support,30708.65,AK
,333996,Fluid Power Pump and Motor Manufacturing,30127.82,AK
,621210,Offices of Dentists,29618.0,AK
,541890,Other Services Related to Advertising,29200.0,AK
,336991,"Motorcycle, Bicycle, and Parts Manufacturing",27378.0,AK
,541910,Marketing Research and Public Opinion Polling,25614.6,AK
,114119,Other Marine Fishing,25000.0,AK
,541360,Geophysical Surveying and Mapping Services,24999.42,AK
,532210,Consumer Electronics and Appliances Rental,24617.5,AK
,336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,24377.48,AK
,711219,Other Spectator Sports,24320.0,AK
,519130,Internet Publishing and Broadcasting and Web Search Portals,24180.0,AK
,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",23352.16,AK
,532111,Passenger Car Rental,23224.6,AK
,924110,Administration of Air and Water Resource and Solid Waste Management Programs,23055.0,AK
,334419,Other Electronic Component Manufacturing,21824.03,AK
,333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing",21524.76,AK
,423210,Furniture Merchant Wholesalers,20523.96,AK
,519190,All Other Information Services,20440.26,AK
,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,20400.0,AK
,332312,Fabricated Structural Metal Manufacturing,20000.87,AK
,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",19974.0,AK
,721214,Recreational and Vacation Camps (except Campgrounds),19600.0,AK
,325212,Synthetic Rubber Manufacturing,18858.6,AK
,483212,Inland Water Passenger Transportation,18100.0,AK
,327331,Concrete Block and Brick Manufacturing,17100.0,AK
,326199,All Other Plastics Product Manufacturing,17062.64,AK
,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",17052.95,AK
,811118,Other Automotive Mechanical and Electrical Repair and Maintenance,16588.23,AK
,561591,Convention and Visitors Bureaus,15620.0,AK
,311999,All Other Miscellaneous Food Manufacturing,15595.44,AK
,541820,Public Relations Agencies,15584.78,AK
,721211,RV (Recreational Vehicle) Parks and Campgrounds,15544.5,AK
,325920,Explosives Manufacturing,15255.39,AK
,112990,All Other Animal Production,14880.0,AK
,423690,Other Electronic Parts and Equipment Merchant Wholesalers,14760.0,AK
,484110,"General Freight Trucking, Local",14400.0,AK
,813920,Professional Organizations,14000.0,AK
,922160,Fire Protection,13482.78,AK
,332710,Machine Shops,13368.03,AK
,334614,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing",13060.0,AK
,442210,Floor Covering Stores,12632.8,AK
,811198,All Other Automotive Repair and Maintenance,12576.0,AK
,321113,Sawmills,12509.54,AK
,452319,All Other General Merchandise Stores,12128.93,AK
,532420,Office Machinery and Equipment Rental and Leasing,12125.0,AK
,561920,Convention and Trade Show Organizers,12041.0,AK
,331221,Rolled Steel Shape Manufacturing,12010.0,AK
,112519,Other Aquaculture,12000.0,AK
,562212,Solid Waste Landfill,11950.6,AK
,334417,Electronic Connector Manufacturing,11944.99,AK
,334519,Other Measuring and Controlling Device Manufacturing,11500.0,AK
,314910,Textile Bag and Canvas Mills,11444.0,AK
,531130,Lessors of Miniwarehouses and Self-Storage Units,11121.0,AK
,532310,General Rental Centers,10897.87,AK
,561740,Carpet and Upholstery Cleaning Services,10791.8,AK
,333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,10581.0,AK
,541921,"Photography Studios, Portrait",10000.0,AK
,812310,Coin-Operated Laundries and Drycleaners,9090.0,AK
,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",8597.07,AK
,333613,Mechanical Power Transmission Equipment Manufacturing,8402.88,AK
,511110,Newspaper Publishers,8000.0,AK
,712110,Museums,7924.2,AK
,483112,Deep Sea Passenger Transportation,7680.0,AK
,541613,Marketing Consulting Services,7500.0,AK
,423420,Office Equipment Merchant Wholesalers,7285.95,AK
,332323,Ornamental and Architectural Metal Work Manufacturing,7280.0,AK
,445110,Supermarkets and Other Grocery (except Convenience) Stores,7153.38,AK
,611620,Sports and Recreation Instruction,6568.8,AK
,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,6396.89,AK
,812210,Funeral Homes and Funeral Services,6200.9,AK
,333921,Elevator and Moving Stairway Manufacturing,6200.4,AK
,512290,Other Sound Recording Industries,6030.0,AK
,332216,Saw Blade and Handtool Manufacturing,5148.73,AK
,488390,Other Support Activities for Water Transportation,5000.0,AK
,541430,Graphic Design Services,4675.0,AK
,313320,Fabric Coating Mills,4574.93,AK
,451110,Sporting Goods Stores,4308.89,AK
,922190,"Other Justice, Public Order, and Safety Activities",4150.0,AK
,332112,Nonferrous Forging,4134.0,AK
,335932,Noncurrent-Carrying Wiring Device Manufacturing,4068.0,AK
,444130,Hardware Stores,4067.75,AK
,332618,Other Fabricated Wire Product Manufacturing,3469.05,AK
,926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors",3435.0,AK
,339991,"Gasket, Packing, and Sealing Device Manufacturing",2950.05,AK
,325510,Paint and Coating Manufacturing,2878.32,AK
,333244,Printing Machinery and Equipment Manufacturing,2809.55,AK
,488510,Freight Transportation Arrangement,2500.0,AK
,561421,Telephone Answering Services,2353.29,AK
,485510,Charter Bus Industry,2330.0,AK
,524127,Direct Title Insurance Carriers,2050.0,AK
,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,1900.0,AK
,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),1728.14,AK
,531390,Other Activities Related to Real Estate,1650.0,AK
,492210,Local Messengers and Local Delivery,1449.42,AK
,332613,Spring Manufacturing,1100.0,AK
,332911,Industrial Valve Manufacturing,881.84,AK
,441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",579.5,AK
,332992,Small Arms Ammunition Manufacturing,529.22,AK
,488991,Packing and Crating,0.0,AK
,488999,All Other Support Activities for Transportation,0.0,AK
,314912,Canvas and Related Product Mills,0.0,AK
,325520,Adhesive Manufacturing,0.0,AK
,333241,Food Product Machinery Manufacturing,0.0,AK
,114112,Shellfish Fishing,0.0,AK
,315220,Men’s and Boys’ Cut and Sew Apparel Manufacturing,0.0,AK
,332993,Ammunition (except Small Arms) Manufacturing,0.0,AK
,333515,Cutting Tool and Machine Tool Accessory Manufacturing,0.0,AK
,335311,"Power, Distribution, and Specialty Transformer Manufacturing",0.0,AK
,337910,Mattress Manufacturing,0.0,AK
,423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers",0.0,AK
,523910,Miscellaneous Intermediation,0.0,AK
,541110,Offices of Lawyers,0.0,AK
,812910,Pet Care (except Veterinary) Services,0.0,AK
,423840,Industrial Supplies Merchant Wholesalers,-1.0,AK
,541922,Commercial Photography,-12.32,AK
,424430,Dairy Product (except Dried or Canned) Merchant Wholesalers,-56.86,AK
,711130,Musical Groups and Artists,-810.0,AK
,423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,-1582.0,AK
,484220,"Specialized Freight (except Used Goods) Trucking, Local",-1775.7,AK
,812331,Linen Supply,-2732.06,AK
,332322,Sheet Metal Work Manufacturing,-6845.0,AK
,423220,Home Furnishing Merchant Wholesalers,-12855.41,AK
,333249,Other Industrial Machinery Manufacturing,-13695.66,AK
,926140,Regulation of Agricultural Marketing and Commodities,-18388.0,AK
,482111,Line-Haul Railroads,-38227.4,AK
,213115,Support Activities for Nonmetallic Minerals (except Fuels) Mining,-51512.9,AK
,481219,Other Nonscheduled Air Transportation,-210220.0,AK
,928120,International Affairs,-278587.07,AK
,622110,General Medical and Surgical Hospitals,-391079.52,AK
,561599,All Other Travel Arrangement and Reservation Services,-1095793.28,AK
,541712,"Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)",2007013292.8,AL
,236220,Commercial and Institutional Building Construction,1648936474.76,AL
,541330,Engineering Services,1174900296.51,AL
,541714,Research and Development in Biotechnology (except Nanobiotechnology),1070560788.81,AL
,336414,Guided Missile and Space Vehicle Manufacturing,1061148327.1,AL
,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",832732440.3,AL
,336611,Ship Building and Repairing,587728767.38,AL
,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,470417209.72,AL
,336411,Aircraft Manufacturing,349871132.32,AL
,237310,"Highway, Street, and Bridge Construction",271668267.81,AL
,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,226331506.11,AL
,541511,Custom Computer Programming Services,189419190.33,AL
,541512,Computer Systems Design Services,174823087.06,AL
,541611,Administrative Management and General Management Consulting Services,159933915.46,AL
,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,140692804.92,AL
,561210,Facilities Support Services,139587411.53,AL
,622110,General Medical and Surgical Hospitals,119590738.09,AL
,237990,Other Heavy and Civil Engineering Construction,96005945.37,AL
,488190,Other Support Activities for Air Transportation,87802264.33,AL
,811219,Other Electronic and Precision Equipment Repair and Maintenance,74340647.56,AL
,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,73901328.73,AL
,332993,Ammunition (except Small Arms) Manufacturing,71523487.04,AL
,541519,Other Computer Related Services,50441270.8,AL
,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",43834465.06,AL
,541513,Computer Facilities Management Services,43571562.97,AL
,334111,Electronic Computer Manufacturing,43173433.76,AL
,541690,Other Scientific and Technical Consulting Services,42109324.03,AL
,561110,Office Administrative Services,41347339.83,AL
,611512,Flight Training,36623581.9,AL
,324110,Petroleum Refineries,36225781.91,AL
,562910,Remediation Services,34511254.87,AL
,238910,Site Preparation Contractors,31922633.67,AL
,541713,Research and Development in Nanotechnology,31685504.0,AL
,517919,All Other Telecommunications,29672690.25,AL
,524298,All Other Insurance Related Activities,28892090.85,AL
,561720,Janitorial Services,28293854.58,AL
,541370,Surveying and Mapping (except Geophysical) Services,27986651.07,AL
,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,27085156.35,AL
,541990,"All Other Professional, Scientific, and Technical Services",26003690.89,AL
,332312,Fabricated Structural Metal Manufacturing,25130728.45,AL
,722310,Food Service Contractors,24129589.46,AL
,339999,All Other Miscellaneous Manufacturing,23385953.59,AL
,511210,Software Publishers,21948603.99,AL
,541380,Testing Laboratories,21212919.91,AL
,483111,Deep Sea Freight Transportation,21194677.08,AL
,611430,Professional and Management Development Training,20649243.03,AL
,334419,Other Electronic Component Manufacturing,20006315.5,AL
,541614,"Process, Physical Distribution, and Logistics Consulting Services",19818130.57,AL
,541612,Human Resources Consulting Services,18968850.55,AL
,311991,Perishable Prepared Food Manufacturing,18873271.89,AL
,611710,Educational Support Services,17647104.22,AL
,221122,Electric Power Distribution,17495146.69,AL
,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,17282106.98,AL
,311812,Commercial Bakeries,16679869.51,AL
,335932,Noncurrent-Carrying Wiring Device Manufacturing,15418274.61,AL
,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",14835529.65,AL
,238210,Electrical Contractors and Other Wiring Installation Contractors,14694548.18,AL
,334290,Other Communications Equipment Manufacturing,13684240.81,AL
,333318,Other Commercial and Service Industry Machinery Manufacturing,13338462.19,AL
,238220,"Plumbing, Heating, and Air-Conditioning Contractors",12909294.66,AL
,315990,Apparel Accessories and Other Apparel Manufacturing,12890456.43,AL
,315220,Men’s and Boys’ Cut and Sew Apparel Manufacturing,12386082.98,AL
,315210,Cut and Sew Apparel Contractors,11481815.95,AL
,541310,Architectural Services,10710106.76,AL
,611630,Language Schools,10404719.09,AL
,335312,Motor and Generator Manufacturing,10308887.44,AL
,236210,Industrial Building Construction,10123707.52,AL
,621111,Offices of Physicians (except Mental Health Specialists),9289442.94,AL
,336211,Motor Vehicle Body Manufacturing,9119632.38,AL
,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",9087057.94,AL
,518210,"Data Processing, Hosting, and Related Services",9008784.91,AL
,562111,Solid Waste Collection,8817690.96,AL
,561730,Landscaping Services,8802656.91,AL
,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",8496183.63,AL
,621999,All Other Miscellaneous Ambulatory Health Care Services,7698483.04,AL
,336112,Light Truck and Utility Vehicle Manufacturing,7635711.95,AL
,336120,Heavy Duty Truck Manufacturing,7444915.04,AL
,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",7152352.75,AL
,561612,Security Guards and Patrol Services,7033006.14,AL
,541711,Research and Development in Biotechnology,6844800.34,AL
,561621,Security Systems Services (except Locksmiths),6733896.67,AL
,541620,Environmental Consulting Services,6566257.6,AL
,221310,Water Supply and Irrigation Systems,6403350.58,AL
