id,code,name,amount,State
,541199,All Other Legal Services,3076624.19,AK
,221118,Other Electric Power Generation,2923654.0,AK
,221119,Other Electric Power Generation,2900481.24,AK
,611710,Educational Support Services,2619711.42,AK
,541930,Translation and Interpretation Services,2584886.13,AK
,541350,Building Inspection Services,2443925.01,AK
,336411,Aircraft Manufacturing,2258802.98,AK
,333318,Other Commercial and Service Industry Machinery Manufacturing,2178607.4,AK
,238160,Roofing Contractors,2167993.94,AK
,811219,Other Electronic and Precision Equipment Repair and Maintenance,2143847.63,AK
,562111,Solid Waste Collection,2071168.65,AK
,561790,Other Services to Buildings and Dwellings,2063067.48,AK
,334210,Telephone Apparatus Manufacturing,2010778.31,AK
,488119,Other Airport Operations,1860963.0,AK
,621111,Offices of Physicians (except Mental Health Specialists),1824549.78,AK
,511210,Software Publishers,1812770.04,AK
,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,1788904.13,AK
,923120,Administration of Public Health Programs,1624587.93,AK
,334516,Analytical Laboratory Instrument Manufacturing,1589546.29,AK
,611430,Professional and Management Development Training,1506804.86,AK
,623110,Nursing Care Facilities (Skilled Nursing Facilities),1425704.49,AK
,621999,All Other Miscellaneous Ambulatory Health Care Services,1374281.33,AK
,721110,Hotels (except Casino Hotels) and Motels,1372097.44,AK
,337211,Wood Office Furniture Manufacturing,1367049.49,AK
,324121,Asphalt Paving Mixture and Block Manufacturing,1350000.0,AK
,811212,Computer and Office Machine Repair and Maintenance,1313648.8,AK
,238290,Other Building Equipment Contractors,1298750.03,AK
,561990,All Other Support Services,1287284.98,AK
,621511,Medical Laboratories,1238665.24,AK
,236210,Industrial Building Construction,1211465.71,AK
,518210,"Data Processing, Hosting, and Related Services",1174205.83,AK
,333120,Construction Machinery Manufacturing,1140781.78,AK
,924120,Administration of Conservation Programs,1107608.86,AK
,337122,Nonupholstered Wood Household Furniture Manufacturing,1079931.55,AK
,333316,Photographic and Photocopying Equipment Manufacturing,1066345.78,AK
,221122,Electric Power Distribution,1062210.76,AK
,811213,Communication Equipment Repair and Maintenance,1034471.8,AK
,213112,Support Activities for Oil and Gas Operations,1024275.86,AK
,339920,Sporting and Athletic Goods Manufacturing,953219.08,AK
,562991,Septic Tank and Related Services,938684.84,AK
,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,930630.55,AK
,532283,Home Health Equipment Rental,926591.49,AK
,238320,Painting and Wall Covering Contractors,911537.46,AK
,337214,Office Furniture (except Wood) Manufacturing,846606.6,AK
,484210,Used Household and Office Goods Moving,827321.01,AK
,335312,Motor and Generator Manufacturing,825537.24,AK
,336112,Light Truck and Utility Vehicle Manufacturing,762988.76,AK
,623990,Other Residential Care Facilities,752812.5,AK
,221121,Electric Bulk Power Transmission and Control,726000.0,AK
,561499,All Other Business Support Services,720773.07,AK
,212321,Construction Sand and Gravel Mining,692352.91,AK
,339999,All Other Miscellaneous Manufacturing,663424.79,AK
,517311,Wired Telecommunications Carriers,647446.0,AK
,339113,Surgical Appliance and Supplies Manufacturing,635813.49,AK
,611310,"Colleges, Universities, and Professional Schools",628116.0,AK
,713930,Marinas,611634.84,AK
,315999,Other Apparel Accessories and Other Apparel Manufacturing,606447.19,AK
,541612,Human Resources Consulting Services,600876.8,AK
,238990,All Other Specialty Trade Contractors,593956.63,AK
,517210,Wireless Telecommunications Carriers (except Satellite),564793.86,AK
,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",563514.0,AK
,423520,Coal and Other Mineral and Ore Merchant Wholesalers,560882.37,AK
,561110,Office Administrative Services,551526.79,AK
,339112,Surgical and Medical Instrument Manufacturing,541451.89,AK
,561710,Exterminating and Pest Control Services,527678.83,AK
,517910,Other Telecommunications,526469.0,AK
,541714,Research and Development in Biotechnology (except Nanobiotechnology),519061.27,AK
,334419,Other Electronic Component Manufacturing,515818.09,AK
,336612,Boat Building,504750.93,AK
,336390,Other Motor Vehicle Parts Manufacturing,496250.98,AK
,541380,Testing Laboratories,485694.17,AK
,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,482937.89,AK
,561410,Document Preparation Services,475764.15,AK
,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,456866.62,AK
,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",438228.03,AK
,811121,"Automotive Body, Paint, and Interior Repair and Maintenance",431215.18,AK
,444110,Home Centers,429107.75,AK
,337215,"Showcase, Partition, Shelving, and Locker Manufacturing",423557.43,AK
,335911,Storage Battery Manufacturing,412911.78,AK
,483113,Coastal and Great Lakes Freight Transportation,398936.0,AK
,517312,Wireless Telecommunications Carriers (except Satellite),391121.61,AK
,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",386689.98,AK
,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,382118.6,AK
,488330,Navigational Services to Shipping,373855.0,AK
,334119,Other Computer Peripheral Equipment Manufacturing,370385.86,AK
,238350,Finish Carpentry Contractors,368629.0,AK
,334290,Other Communications Equipment Manufacturing,363188.42,AK
,493110,General Warehousing and Storage,349091.93,AK
,325199,All Other Basic Organic Chemical Manufacturing,339502.47,AK
,325120,Industrial Gas Manufacturing,336036.64,AK
,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",332497.51,AK
,336999,All Other Transportation Equipment Manufacturing,329276.95,AK
,562920,Materials Recovery Facilities,328760.1,AK
,332439,Other Metal Container Manufacturing,323057.9,AK
,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),313887.06,AK
,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,311996.52,AK
,327320,Ready-Mix Concrete Manufacturing,310660.0,AK
,334519,Other Measuring and Controlling Device Manufacturing,303093.86,AK
,561910,Packaging and Labeling Services,295392.63,AK
,531320,Offices of Real Estate Appraisers,293773.0,AK
,238330,Flooring Contractors,290105.82,AK
,485210,Interurban and Rural Bus Transportation,287000.0,AK
,221310,Water Supply and Irrigation Systems,281843.16,AK
,332510,Hardware Manufacturing,262092.56,AK
,333298,All Other Industrial Machinery Manufacturing,259398.43,AK
,339116,Dental Laboratories,257679.15,AK
,531390,Other Activities Related to Real Estate,254148.43,AK
,491110,Postal Service,245807.52,AK
,238150,Glass and Glazing Contractors,242431.0,AK
,812332,Industrial Launderers,241237.35,AK
,332420,Metal Tank (Heavy Gauge) Manufacturing,238892.0,AK
,621512,Diagnostic Imaging Centers,235054.64,AK
,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",234737.11,AK
,212319,Other Crushed and Broken Stone Mining and Quarrying,234000.0,AK
,621420,Outpatient Mental Health and Substance Abuse Centers,233629.0,AK
,336111,Automobile Manufacturing,231790.29,AK
,562112,Hazardous Waste Collection,229207.15,AK
,443120,Computer and Software Stores,225771.17,AK
,423710,Hardware Merchant Wholesalers,225387.26,AK
,813110,Religious Organizations,223880.99,AK
,333293,Printing Machinery and Equipment Manufacturing,222971.64,AK
,483211,Inland Water Freight Transportation,219610.84,AK
,331110,Iron and Steel Mills and Ferroalloy Manufacturing,217620.0,AK
,611699,All Other Miscellaneous Schools and Instruction,216120.76,AK
,326160,Plastics Bottle Manufacturing,215700.0,AK
,515210,Cable and Other Subscription Programming,199570.26,AK
,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,193847.41,AK
,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",193415.61,AK
,531190,Lessors of Other Real Estate Property,190243.14,AK
,336360,Motor Vehicle Seating and Interior Trim Manufacturing,188303.0,AK
,541921,"Photography Studios, Portrait",185011.47,AK
,488490,Other Support Activities for Road Transportation,184640.76,AK
,333315,Photographic and Photocopying Equipment Manufacturing,180636.26,AK
,325611,Soap and Other Detergent Manufacturing,178118.43,AK
,922120,Police Protection,171313.44,AK
,334517,Irradiation Apparatus Manufacturing,170089.48,AK
,926110,Administration of General Economic Programs,168354.0,AK
,454310,Fuel Dealers,166482.44,AK
,811111,General Automotive Repair,163799.42,AK
,541720,Research and Development in the Social Sciences and Humanities,161262.0,AK
,333997,Scale and Balance Manufacturing,157840.0,AK
,624210,Community Food Services,157016.04,AK
,321992,Prefabricated Wood Building Manufacturing,156592.0,AK
,541618,Other Management Consulting Services,152617.84,AK
,314910,Textile Bag and Canvas Mills,152389.0,AK
,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,151240.78,AK
,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,148675.01,AK
,492110,Couriers and Express Delivery Services,146493.58,AK
,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,144128.62,AK
,238310,Drywall and Insulation Contractors,138967.2,AK
,113110,Timber Tract Operations,135107.05,AK
,928110,National Security,130730.0,AK
,424690,Other Chemical and Allied Products Merchant Wholesalers,129335.24,AK
,532420,Office Machinery and Equipment Rental and Leasing,126284.79,AK
,624190,Other Individual and Family Services,123951.86,AK
,532111,Passenger Car Rental,122344.24,AK
,481111,Scheduled Passenger Air Transportation,119100.0,AK
,212312,Crushed and Broken Limestone Mining and Quarrying,118988.1,AK
,325413,In-Vitro Diagnostic Substance Manufacturing,118536.65,AK
,812320,Drycleaning and Laundry Services (except Coin-Operated),116111.64,AK
,334112,Computer Storage Device Manufacturing,114275.79,AK
,711510,"Independent Artists, Writers, and Performers",114103.55,AK
,711219,Other Spectator Sports,113594.35,AK
,335311,"Power, Distribution, and Specialty Transformer Manufacturing",110902.17,AK
,811412,Appliance Repair and Maintenance,110389.72,AK
,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",109759.56,AK
,922140,Correctional Institutions,105556.28,AK
,813311,Human Rights Organizations,105300.0,AK
,541110,Offices of Lawyers,105000.0,AK
,541940,Veterinary Services,103943.23,AK
,333249,Other Industrial Machinery Manufacturing,103750.0,AK
,541614,"Process, Physical Distribution, and Logistics Consulting Services",101526.5,AK
,311991,Perishable Prepared Food Manufacturing,100761.59,AK
,336214,Travel Trailer and Camper Manufacturing,97455.0,AK
,713940,Fitness and Recreational Sports Centers,97141.4,AK
,336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,96410.0,AK
,561611,Investigation Services,96252.0,AK
,336212,Truck Trailer Manufacturing,95990.63,AK
,333618,Other Engine Equipment Manufacturing,95561.53,AK
,562219,Other Nonhazardous Waste Treatment and Disposal,94858.2,AK
,922160,Fire Protection,93799.07,AK
,485410,School and Employee Bus Transportation,93768.19,AK
,333912,Air and Gas Compressor Manufacturing,93130.55,AK
,441222,Boat Dealers,91571.86,AK
,561492,Court Reporting and Stenotype Services,90632.0,AK
,424710,Petroleum Bulk Stations and Terminals,90586.18,AK
,339992,Musical Instrument Manufacturing,89869.91,AK
,424120,Stationery and Office Supplies Merchant Wholesalers,87484.8,AK
,812930,Parking Lots and Garages,86400.0,AK
,211112,Natural Gas Liquid Extraction,84112.04,AK
,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",83882.24,AK
,325412,Pharmaceutical Preparation Manufacturing,82992.0,AK
,334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",81848.8,AK
,423830,Industrial Machinery and Equipment Merchant Wholesalers,80731.0,AK
,621399,Offices of All Other Miscellaneous Health Practitioners,77460.1,AK
,325992,"Photographic Film, Paper, Plate, and Chemical Manufacturing",76867.0,AK
,322121,Paper (except Newsprint) Mills,76668.2,AK
,423440,Other Commercial Equipment Merchant Wholesalers,75634.85,AK
,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,75572.82,AK
,332312,Fabricated Structural Metal Manufacturing,72950.87,AK
,561920,Convention and Trade Show Organizers,72827.2,AK
,335912,Primary Battery Manufacturing,72778.0,AK
,921150,American Indian and Alaska Native Tribal Governments,71610.0,AK
,211120,Crude Petroleum Extraction,71262.8,AK
,517911,Telecommunications Resellers,71225.24,AK
,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,71061.22,AK
,336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,69102.48,AK
,325510,Paint and Coating Manufacturing,68656.24,AK
,512110,Motion Picture and Video Production,67261.92,AK
,333913,Measuring and Dispensing Pump Manufacturing,67186.0,AK
,323111,Commercial Printing (except Screen and Books),61187.36,AK
,332311,Prefabricated Metal Building and Component Manufacturing,60387.15,AK
,444130,Hardware Stores,60062.56,AK
,325612,Polish and Other Sanitation Good Manufacturing,60047.87,AK
,314999,All Other Miscellaneous Textile Product Mills,59946.89,AK
,333518,Other Metalworking Machinery Manufacturing,59763.0,AK
,324191,Petroleum Lubricating Oil and Grease Manufacturing,59723.98,AK
,314110,Carpet and Rug Mills,58859.86,AK
,112519,Other Aquaculture,55969.56,AK
,562119,Other Waste Collection,55629.29,AK
,335222,Household Refrigerator and Home Freezer Manufacturing,54758.0,AK
,624310,Vocational Rehabilitation Services,54728.55,AK
,611620,Sports and Recreation Instruction,54553.8,AK
,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),53846.47,AK
,541870,Advertising Material Distribution Services,53199.0,AK
,515111,Radio Networks,52199.2,AK
,611420,Computer Training,51810.0,AK
,332321,Metal Window and Door Manufacturing,50888.83,AK
,316998,All Other Leather Good and Allied Product Manufacturing,50058.26,AK
,333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,49498.81,AK
,333911,Pump and Pumping Equipment Manufacturing,49394.8,AK
,423110,Automobile and Other Motor Vehicle Merchant Wholesalers,47064.39,AK
,334614,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing",45956.54,AK
,711130,Musical Groups and Artists,45123.5,AK
,339111,Laboratory Apparatus and Furniture Manufacturing,45061.35,AK
,811420,Reupholstery and Furniture Repair,44640.0,AK
,423690,Other Electronic Parts and Equipment Merchant Wholesalers,44504.97,AK
,312112,Bottled Water Manufacturing,43278.84,AK
,325211,Plastics Material and Resin Manufacturing,42250.0,AK
,334310,Audio and Video Equipment Manufacturing,42135.7,AK
,326199,All Other Plastics Product Manufacturing,42110.06,AK
,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",41788.82,AK
,531110,Lessors of Residential Buildings and Dwellings,40748.52,AK
,551114,"Corporate, Subsidiary, and Regional Managing Offices",40686.9,AK
,721191,Bed-and-Breakfast Inns,39990.0,AK
,611692,Automobile Driving Schools,34750.0,AK
,541219,Other Accounting Services,34569.42,AK
,316211,Rubber and Plastics Footwear Manufacturing,32640.0,AK
,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,31790.28,AK
,311812,Commercial Bakeries,31674.47,AK
,238130,Framing Contractors,31507.0,AK
,712120,Historical Sites,31088.43,AK
,921190,Other General Government Support,30708.65,AK
,333996,Fluid Power Pump and Motor Manufacturing,30127.82,AK
,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,29503.64,AK
,541890,Other Services Related to Advertising,29200.0,AK
,315228,Men's and Boys' Cut and Sew Other Outerwear Manufacturing,28723.5,AK
,336991,"Motorcycle, Bicycle, and Parts Manufacturing",27378.0,AK
,621330,Offices of Mental Health Practitioners (except Physicians),25570.0,AK
,114119,Other Marine Fishing,25000.0,AK
,532210,Consumer Electronics and Appliances Rental,24617.5,AK
,337124,Metal Household Furniture Manufacturing,24541.25,AK
,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",24395.0,AK
,339944,Carbon Paper and Inked Ribbon Manufacturing,24200.95,AK
,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",23352.16,AK
,924110,Administration of Air and Water Resource and Solid Waste Management Programs,23055.0,AK
,336412,Aircraft Engine and Engine Parts Manufacturing,22234.92,AK
,315210,Cut and Sew Apparel Contractors,22221.85,AK
,519190,All Other Information Services,22144.26,AK
,335110,Electric Lamp Bulb and Part Manufacturing,22000.0,AK
,238390,Other Building Finishing Contractors,21965.6,AK
,453210,Office Supplies and Stationery Stores,21344.27,AK
,423210,Furniture Merchant Wholesalers,20523.96,AK
,333111,Farm Machinery and Equipment Manufacturing,20372.0,AK
,238110,Poured Concrete Foundation and Structure Contractors,20000.0,AK
,334514,Totalizing Fluid Meter and Counting Device Manufacturing,19800.43,AK
,721214,Recreational and Vacation Camps (except Campgrounds),19600.0,AK
,315280,Other Cut and Sew Apparel Manufacturing,19508.24,AK
,325212,Synthetic Rubber Manufacturing,18858.6,AK
,532284,Recreational Goods Rental,18624.9,AK
,483212,Inland Water Passenger Transportation,18100.0,AK
,333993,Packaging Machinery Manufacturing,17500.0,AK
,112511,Finfish Farming and Fish Hatcheries,17460.0,AK
,327331,Concrete Block and Brick Manufacturing,17100.0,AK
,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",17052.95,AK
,517410,Satellite Telecommunications,17013.41,AK
,541850,Outdoor Advertising,16769.0,AK
,313210,Broadwoven Fabric Mills,16269.01,AK
,423850,Service Establishment Equipment and Supplies Merchant Wholesalers,15970.0,AK
,561591,Convention and Visitors Bureaus,15620.0,AK
,311999,All Other Miscellaneous Food Manufacturing,15595.44,AK
,541820,Public Relations Agencies,15584.78,AK
,721211,RV (Recreational Vehicle) Parks and Campgrounds,15544.5,AK
,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,15238.8,AK
,486910,Pipeline Transportation of Refined Petroleum Products,15000.0,AK
,112990,All Other Animal Production,14880.0,AK
,327390,Other Concrete Product Manufacturing,14716.9,AK
,339940,Office Supplies (except Paper) Manufacturing,14621.73,AK
,484110,"General Freight Trucking, Local",14400.0,AK
,813920,Professional Organizations,14000.0,AK
,333319,Other Commercial and Service Industry Machinery Manufacturing,13618.0,AK
,332710,Machine Shops,13368.03,AK
,423420,Office Equipment Merchant Wholesalers,13258.2,AK
,442210,Floor Covering Stores,12632.8,AK
,811198,All Other Automotive Repair and Maintenance,12576.0,AK
,321113,Sawmills,12509.54,AK
,452319,All Other General Merchandise Stores,12128.93,AK
,331221,Rolled Steel Shape Manufacturing,12010.0,AK
,333241,Food Product Machinery Manufacturing,11952.67,AK
,562212,Solid Waste Landfill,11950.6,AK
,334417,Electronic Connector Manufacturing,11944.99,AK
,811118,Other Automotive Mechanical and Electrical Repair and Maintenance,11735.19,AK
,333314,Optical Instrument and Lens Manufacturing,11561.13,AK
,531130,Lessors of Miniwarehouses and Self-Storage Units,11121.0,AK
,445110,Supermarkets and Other Grocery (except Convenience) Stores,10915.66,AK
,532310,General Rental Centers,10897.87,AK
,561740,Carpet and Upholstery Cleaning Services,10791.8,AK
,447190,Other Gasoline Stations,10721.59,AK
,488390,Other Support Activities for Water Transportation,10705.03,AK
,325414,Biological Product (except Diagnostic) Manufacturing,10320.0,AK
,532112,Passenger Car Leasing,10249.71,AK
,333994,Industrial Process Furnace and Oven Manufacturing,9975.0,AK
,441210,Recreational Vehicle Dealers,9355.99,AK
,812310,Coin-Operated Laundries and Drycleaners,9090.0,AK
,541211,Offices of Certified Public Accountants,8950.0,AK
,325110,Petrochemical Manufacturing,8718.4,AK
,325920,Explosives Manufacturing,8406.64,AK
,333613,Mechanical Power Transmission Equipment Manufacturing,8402.88,AK
,333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing",8208.0,AK
,511110,Newspaper Publishers,8000.0,AK
,483112,Deep Sea Passenger Transportation,7680.0,AK
,541613,Marketing Consulting Services,7500.0,AK
,332323,Ornamental and Architectural Metal Work Manufacturing,7280.0,AK
,323113,Commercial Screen Printing,7249.37,AK
,315992,Glove and Mitten Manufacturing,6971.0,AK
,812210,Funeral Homes and Funeral Services,6200.9,AK
,333921,Elevator and Moving Stairway Manufacturing,6200.4,AK
,336211,Motor Vehicle Body Manufacturing,6195.02,AK
,512290,Other Sound Recording Industries,6030.0,AK
,811211,Consumer Electronics Repair and Maintenance,5832.0,AK
,441320,Tire Dealers,5715.2,AK
,316999,All Other Leather Good and Allied Product Manufacturing,5408.19,AK
,332216,Saw Blade and Handtool Manufacturing,5148.73,AK
,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",4950.0,AK
,519130,Internet Publishing and Broadcasting and Web Search Portals,4900.0,AK
,541430,Graphic Design Services,4675.0,AK
,313320,Fabric Coating Mills,4574.93,AK
,484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance",4400.0,AK
,451110,Sporting Goods Stores,4308.89,AK
,339950,Sign Manufacturing,4302.0,AK
,334413,Semiconductor and Related Device Manufacturing,4285.0,AK
,922190,"Other Justice, Public Order, and Safety Activities",4150.0,AK
,332112,Nonferrous Forging,4134.0,AK
,335932,Noncurrent-Carrying Wiring Device Manufacturing,4068.0,AK
,454110,Electronic Shopping and Mail-Order Houses,4040.93,AK
,327991,Cut Stone and Stone Product Manufacturing,4040.0,AK
,811490,Other Personal and Household Goods Repair and Maintenance,3900.0,AK
,332618,Other Fabricated Wire Product Manufacturing,3469.05,AK
,926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors",3435.0,AK
,339991,"Gasket, Packing, and Sealing Device Manufacturing",3333.92,AK
,332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",3145.44,AK
,333244,Printing Machinery and Equipment Manufacturing,2809.55,AK
,561421,Telephone Answering Services,2353.29,AK
,485510,Charter Bus Industry,2330.0,AK
,332992,Small Arms Ammunition Manufacturing,2180.96,AK
,524127,Direct Title Insurance Carriers,2050.0,AK
,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),1728.14,AK
,333313,Office Machinery Manufacturing,1404.25,AK
,332613,Spring Manufacturing,1100.0,AK
,238190,"Other Foundation, Structure, and Building Exterior Contractors",940.91,AK
,332911,Industrial Valve Manufacturing,881.84,AK
,511120,Periodical Publishers,876.0,AK
,441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",579.5,AK
,333922,Conveyor and Conveying Equipment Manufacturing,480.88,AK
,488999,All Other Support Activities for Transportation,0.0,AK
,325520,Adhesive Manufacturing,0.0,AK
,712110,Museums,0.0,AK
,114112,Shellfish Fishing,0.0,AK
,314121,Curtain and Drapery Mills,0.0,AK
,325188,All Other Basic Inorganic Chemical Manufacturing,0.0,AK
,337910,Mattress Manufacturing,0.0,AK
,423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers",0.0,AK
,517310,Telecommunications Resellers,0.0,AK
,541711,Research and Development in Biotechnology,0.0,AK
,541910,Marketing Research and Public Opinion Polling,0.0,AK
,812910,Pet Care (except Veterinary) Services,0.0,AK
,541360,Geophysical Surveying and Mapping Services,-0.57,AK
,311119,Other Animal Food Manufacturing,-24.32,AK
,332322,Sheet Metal Work Manufacturing,-195.0,AK
,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,-312.5,AK
,561613,Armored Car Services,-868.0,AK
,423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",-910.5,AK
,423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,-1582.0,AK
,484220,"Specialized Freight (except Used Goods) Trucking, Local",-1775.7,AK
,812331,Linen Supply,-2732.06,AK
,441310,Automotive Parts and Accessories Stores,-6190.13,AK
,531210,Offices of Real Estate Agents and Brokers,-13779.83,AK
,926140,Regulation of Agricultural Marketing and Commodities,-18388.0,AK
,493190,Other Warehousing and Storage,-21324.26,AK
,561599,All Other Travel Arrangement and Reservation Services,-35660.89,AK
,482111,Line-Haul Railroads,-38227.4,AK
,213115,Support Activities for Nonmetallic Minerals (except Fuels) Mining,-51512.9,AK
,488210,Support Activities for Rail Transportation,-92392.87,AK
,333220,Plastics and Rubber Industry Machinery Manufacturing,-133210.69,AK
,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",-162458.56,AK
,481219,Other Nonscheduled Air Transportation,-210220.0,AK
,621910,Ambulance Services,-466560.06,AK
,541330,Engineering Services,1807076689.49,AL
,541712,"Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)",1695078331.55,AL
,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",1133926540.68,AL
,541714,Research and Development in Biotechnology (except Nanobiotechnology),1070058888.81,AL
