id,code,name,amount,State
,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",367975921.33,AK
,621498,All Other Outpatient Care Centers,363161244.42,AK
,541370,Surveying and Mapping (except Geophysical) Services,358990106.55,AK
,531311,Residential Property Managers,358512950.67,AK
,541380,Testing Laboratories,357053552.59,AK
,335312,Motor and Generator Manufacturing,353889902.58,AK
,312112,Bottled Water Manufacturing,352017574.4,AK
,221310,Water Supply and Irrigation Systems,350992165.51,AK
,621910,Ambulance Services,346944938.24,AK
,523110,Investment Banking and Securities Dealing,346129964.58,AK
,311991,Perishable Prepared Food Manufacturing,345637396.14,AK
,311513,Cheese Manufacturing,341323347.0,AK
,561440,Collection Agencies,330318045.83,AK
,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,325452929.19,AK
,922190,"Other Justice, Public Order, and Safety Activities",325366873.49,AK
,624190,Other Individual and Family Services,324099233.05,AK
,524292,Third Party Administration of Insurance and Pension Funds,318506896.51,AK
,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,316433741.75,AK
,511199,All Other Publishers,307548944.93,AK
,331410,Nonferrous Metal (except Aluminum) Smelting and Refining,306339826.8,AK
,517310,Telecommunications Resellers,299750446.1,AK
,611699,All Other Miscellaneous Schools and Instruction,296269271.01,AK
,492110,Couriers and Express Delivery Services,295484351.58,AK
,336120,Heavy Duty Truck Manufacturing,293110429.04,AK
,517210,Wireless Telecommunications Carriers (except Satellite),292758437.24,AK
,321991,Manufactured Home (Mobile Home) Manufacturing,284950589.42,AK
,621511,Medical Laboratories,282015113.15,AK
,333618,Other Engine Equipment Manufacturing,274085347.9,AK
,493120,Refrigerated Warehousing and Storage,266878167.79,AK
,493190,Other Warehousing and Storage,264518944.69,AK
,336612,Boat Building,262734052.72,AK
,488330,Navigational Services to Shipping,253857796.45,AK
,315220,Men’s and Boys’ Cut and Sew Apparel Manufacturing,253500321.23,AK
,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",251043257.0,AK
,326211,Tire Manufacturing (except Retreading),246350459.79,AK
,488999,All Other Support Activities for Transportation,241683855.65,AK
,334412,Bare Printed Circuit Board Manufacturing,236185547.75,AK
,532420,Office Machinery and Equipment Rental and Leasing,229777992.07,AK
,325413,In-Vitro Diagnostic Substance Manufacturing,222764513.55,AK
,332311,Prefabricated Metal Building and Component Manufacturing,221370844.39,AK
,621399,Offices of All Other Miscellaneous Health Practitioners,220463391.59,AK
,523999,Miscellaneous Financial Investment Activities,214932906.54,AK
,562111,Solid Waste Collection,213588910.32,AK
,561499,All Other Business Support Services,213112955.7,AK
,519130,Internet Publishing and Broadcasting and Web Search Portals,206262324.4,AK
,927110,Space Research and Technology,205233973.38,AK
,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,203451100.19,AK
,335911,Storage Battery Manufacturing,200468417.93,AK
,444130,Hardware Stores,199790487.53,AK
,314910,Textile Bag and Canvas Mills,199067816.37,AK
,335311,"Power, Distribution, and Specialty Transformer Manufacturing",198446652.72,AK
,332991,Ball and Roller Bearing Manufacturing,197328402.07,AK
,336390,Other Motor Vehicle Parts Manufacturing,196480767.03,AK
,541910,Marketing Research and Public Opinion Polling,195425022.71,AK
,332911,Industrial Valve Manufacturing,194660143.0,AK
,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",191773203.32,AK
,811212,Computer and Office Machine Repair and Maintenance,191575800.24,AK
,333611,Turbine and Turbine Generator Set Units Manufacturing,191519634.83,AK
,336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,190959712.93,AK
,221210,Natural Gas Distribution,190843799.32,AK
,561450,Credit Bureaus,189532906.18,AK
,624230,Emergency and Other Relief Services,185765824.52,AK
,337122,Nonupholstered Wood Household Furniture Manufacturing,185278344.82,AK
,334413,Semiconductor and Related Device Manufacturing,180163717.62,AK
,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",179936456.24,AK
,322121,Paper (except Newsprint) Mills,178813382.14,AK
,488510,Freight Transportation Arrangement,175568011.18,AK
,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,174911367.33,AK
,524298,All Other Insurance Related Activities,169128638.64,AK
,541613,Marketing Consulting Services,168319159.13,AK
,333316,Photographic and Photocopying Equipment Manufacturing,165260432.38,AK
,238290,Other Building Equipment Contractors,163458252.93,AK
,541820,Public Relations Agencies,162648209.85,AK
,333911,Pump and Pumping Equipment Manufacturing,160228434.29,AK
,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",158702507.14,AK
,333613,Mechanical Power Transmission Equipment Manufacturing,156927148.84,AK
,621999,All Other Miscellaneous Ambulatory Health Care Services,154832251.78,AK
,532291,Home Health Equipment Rental,153794567.64,AK
,238910,Site Preparation Contractors,150517716.4,AK
,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),149111799.75,AK
,488310,Port and Harbor Operations,148383945.48,AK
,488111,Air Traffic Control,146295730.64,AK
,337127,Institutional Furniture Manufacturing,145734316.0,AK
,561599,All Other Travel Arrangement and Reservation Services,144342076.18,AK
,315999,Other Apparel Accessories and Other Apparel Manufacturing,142890018.59,AK
,337215,"Showcase, Partition, Shelving, and Locker Manufacturing",142201133.22,AK
,921190,Other General Government Support,140059091.98,AK
,484220,"Specialized Freight (except Used Goods) Trucking, Local",139762069.58,AK
,332439,Other Metal Container Manufacturing,136477533.79,AK
,453210,Office Supplies and Stationery Stores,136241220.76,AK
,325180,Other Basic Inorganic Chemical Manufacturing,136119055.65,AK
,484121,"General Freight Trucking, Long-Distance, Truckload",131734224.19,AK
,334310,Audio and Video Equipment Manufacturing,131476376.41,AK
,488390,Other Support Activities for Water Transportation,128966584.69,AK
,511120,Periodical Publishers,128575707.68,AK
,332312,Fabricated Structural Metal Manufacturing,127792021.69,AK
,561790,Other Services to Buildings and Dwellings,127291005.0,AK
,928110,National Security,126760378.47,AK
,485999,All Other Transit and Ground Passenger Transportation,125365375.56,AK
,325120,Industrial Gas Manufacturing,122611098.71,AK
,611420,Computer Training,122222420.87,AK
,624110,Child and Youth Services,121578811.77,AK
,221320,Sewage Treatment Facilities,121409628.64,AK
,324191,Petroleum Lubricating Oil and Grease Manufacturing,121236753.62,AK
,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,121216570.0,AK
,333517,Machine Tool Manufacturing,119495240.98,AK
,213112,Support Activities for Oil and Gas Operations,119140026.32,AK
,334112,Computer Storage Device Manufacturing,118669678.17,AK
,522110,Commercial Banking,118637905.15,AK
,333244,Printing Machinery and Equipment Manufacturing,117577432.35,AK
,332919,Other Metal Valve and Pipe Fitting Manufacturing,117223148.24,AK
,236118,Residential Remodelers,116101605.48,AK
,711510,"Independent Artists, Writers, and Performers",114971462.03,AK
,481219,Other Nonscheduled Air Transportation,114816641.04,AK
,335313,Switchgear and Switchboard Apparatus Manufacturing,112260671.21,AK
,314999,All Other Miscellaneous Textile Product Mills,112061887.64,AK
,531210,Offices of Real Estate Agents and Brokers,111496667.95,AK
,523920,Portfolio Management,111450635.81,AK
,923120,Administration of Public Health Programs,111012478.84,AK
,316210,Footwear Manufacturing,107332026.03,AK
,624310,Vocational Rehabilitation Services,105593628.17,AK
,311211,Flour Milling,104844905.82,AK
,332996,Fabricated Pipe and Pipe Fitting Manufacturing,104650058.66,AK
,311225,Fats and Oils Refining and Blending,104467102.92,AK
,335931,Current-Carrying Wiring Device Manufacturing,104090930.11,AK
,561421,Telephone Answering Services,103127479.75,AK
,337211,Wood Office Furniture Manufacturing,103095800.37,AK
,454310,Fuel Dealers,102188364.53,AK
,511130,Book Publishers,101655314.29,AK
,423110,Automobile and Other Motor Vehicle Merchant Wholesalers,101149937.7,AK
,332216,Saw Blade and Handtool Manufacturing,100815558.57,AK
,336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,99015066.08,AK
,336999,All Other Transportation Equipment Manufacturing,98798770.14,AK
,812990,All Other Personal Services,97168417.5,AK
,484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance",96891921.73,AK
,541890,Other Services Related to Advertising,96181004.09,AK
,424480,Fresh Fruit and Vegetable Merchant Wholesalers,95790760.0,AK
,332710,Machine Shops,94793588.06,AK
,532112,Passenger Car Leasing,94738979.29,AK
,339991,"Gasket, Packing, and Sealing Device Manufacturing",94209337.69,AK
,541360,Geophysical Surveying and Mapping Services,90992539.85,AK
,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,90145336.56,AK
,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),90138472.09,AK
,541110,Offices of Lawyers,89902877.08,AK
,315211,Men's and Boys' Cut and Sew Apparel Contractors,89676424.63,AK
,928120,International Affairs,88646806.29,AK
,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",88430260.74,AK
,926130,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities",87230245.9,AK
,561492,Court Reporting and Stenotype Services,87101880.33,AK
,311423,Dried and Dehydrated Food Manufacturing,86428637.91,AK
,532111,Passenger Car Rental,86088707.45,AK
,621991,Blood and Organ Banks,85880714.41,AK
,333996,Fluid Power Pump and Motor Manufacturing,85034862.12,AK
,484210,Used Household and Office Goods Moving,83674125.29,AK
,334417,Electronic Connector Manufacturing,83519966.59,AK
,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",82655734.27,AK
,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",82372634.82,AK
,488320,Marine Cargo Handling,79931691.95,AK
,339920,Sporting and Athletic Goods Manufacturing,79725796.9,AK
,238320,Painting and Wall Covering Contractors,79216266.58,AK
,485991,Special Needs Transportation,78205618.8,AK
,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,78045033.93,AK
,326199,All Other Plastics Product Manufacturing,77548783.23,AK
,334119,Other Computer Peripheral Equipment Manufacturing,75066565.73,AK
,322299,All Other Converted Paper Product Manufacturing,73984775.71,AK
,621210,Offices of Dentists,73817642.18,AK
,311710,Seafood Product Preparation and Packaging,73548529.57,AK
,486910,Pipeline Transportation of Refined Petroleum Products,72521197.41,AK
,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",72085921.18,AK
,611630,Language Schools,71293350.22,AK
,561920,Convention and Trade Show Organizers,68285312.58,AK
,812930,Parking Lots and Garages,67717080.46,AK
,488119,Other Airport Operations,66817095.11,AK
,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",65902152.04,AK
,621420,Outpatient Mental Health and Substance Abuse Centers,65872019.28,AK
,519120,Libraries and Archives,65762601.39,AK
,541940,Veterinary Services,65553626.53,AK
,517911,Telecommunications Resellers,65552502.6,AK
,334614,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing",65477663.45,AK
,813920,Professional Organizations,65469233.4,AK
,561910,Packaging and Labeling Services,65418425.44,AK
,238390,Other Building Finishing Contractors,64430856.1,AK
,523930,Investment Advice,63919295.09,AK
,335314,Relay and Industrial Control Manufacturing,63168202.42,AK
,334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",63118152.69,AK
,331420,"Copper Rolling, Drawing, Extruding, and Alloying",62922180.77,AK
,483113,Coastal and Great Lakes Freight Transportation,62879964.48,AK
,221111,Hydroelectric Power Generation,62755763.13,AK
,621112,"Offices of Physicians, Mental Health Specialists",62532605.63,AK
,335912,Primary Battery Manufacturing,62474712.86,AK
,481112,Scheduled Freight Air Transportation,60274099.16,AK
,812332,Industrial Launderers,59448895.11,AK
,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",58495508.08,AK
,333315,Photographic and Photocopying Equipment Manufacturing,58382837.05,AK
,238190,"Other Foundation, Structure, and Building Exterior Contractors",58372299.76,AK
,425120,Wholesale Trade Agents and Brokers,57899118.67,AK
,333912,Air and Gas Compressor Manufacturing,57106454.3,AK
,562991,Septic Tank and Related Services,56906224.1,AK
,621610,Home Health Care Services,56701469.47,AK
,488490,Other Support Activities for Road Transportation,56683359.15,AK
,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",56428229.85,AK
,325510,Paint and Coating Manufacturing,55713043.84,AK
,485410,School and Employee Bus Transportation,55483802.57,AK
,327991,Cut Stone and Stone Product Manufacturing,55170624.56,AK
,332322,Sheet Metal Work Manufacturing,54489621.06,AK
,517910,Other Telecommunications,54257827.32,AK
,423490,Other Professional Equipment and Supplies Merchant Wholesalers,54256221.07,AK
,221330,Steam and Air-Conditioning Supply,53424042.53,AK
,312111,Soft Drink Manufacturing,52432101.55,AK
,485111,Mixed Mode Transit Systems,52405655.49,AK
,621512,Diagnostic Imaging Centers,52284613.5,AK
,623220,Residential Mental Health and Substance Abuse Facilities,51439210.16,AK
,333298,All Other Industrial Machinery Manufacturing,51191292.44,AK
,611513,Apprenticeship Training,50867498.79,AK
,336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,50258488.51,AK
,923110,Administration of Education Programs,49296170.78,AK
,561311,Employment Placement Agencies,49183951.03,AK
,512110,Motion Picture and Video Production,48364694.74,AK
,315280,Other Cut and Sew Apparel Manufacturing,48164077.12,AK
,491110,Postal Service,47723452.86,AK
,812320,Drycleaning and Laundry Services (except Coin-Operated),47383352.68,AK
,311511,Fluid Milk Manufacturing,46994729.2,AK
,238110,Poured Concrete Foundation and Structure Contractors,46935448.39,AK
,211111,Crude Petroleum and Natural Gas Extraction,46929222.8,AK
,624229,Other Community Housing Services,46158046.1,AK
,311212,Rice Milling,46116877.77,AK
,325992,"Photographic Film, Paper, Plate, and Chemical Manufacturing",46066273.84,AK
,333519,Rolling Mill and Other Metalworking Machinery Manufacturing,45901467.67,AK
,332912,Fluid Power Valve and Hose Fitting Manufacturing,44487375.42,AK
,311224,Soybean and Other Oilseed Processing,44240772.87,AK
,339940,Office Supplies (except Paper) Manufacturing,43247891.69,AK
,442110,Furniture Stores,43013459.89,AK
,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,42767536.05,AK
,624221,Temporary Shelters,42549411.5,AK
,339114,Dental Equipment and Supplies Manufacturing,42500449.06,AK
,336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,42251421.37,AK
,313210,Broadwoven Fabric Mills,42201183.74,AK
,339115,Ophthalmic Goods Manufacturing,41949877.32,AK
,531110,Lessors of Residential Buildings and Dwellings,41824965.37,AK
,423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,41541775.33,AK
,332995,Other Ordnance and Accessories Manufacturing,41437988.19,AK
,238330,Flooring Contractors,40953690.26,AK
,561710,Exterminating and Pest Control Services,40950876.38,AK
,484110,"General Freight Trucking, Local",40352791.56,AK
,485113,Bus and Other Motor Vehicle Transit Systems,39353266.06,AK
,313310,Textile and Fabric Finishing Mills,39291430.15,AK
,325910,Printing Ink Manufacturing,39188986.77,AK
,336214,Travel Trailer and Camper Manufacturing,39121104.77,AK
,321920,Wood Container and Pallet Manufacturing,38936463.45,AK
,333997,Scale and Balance Manufacturing,38602503.22,AK
,333922,Conveyor and Conveying Equipment Manufacturing,37872487.03,AK
,311911,Roasted Nuts and Peanut Butter Manufacturing,37716216.06,AK
,561410,Document Preparation Services,37311616.16,AK
,333249,Other Industrial Machinery Manufacturing,37160606.85,AK
,331110,Iron and Steel Mills and Ferroalloy Manufacturing,37120363.68,AK
,334113,Computer Terminal Manufacturing,37078869.43,AK
,238120,Structural Steel and Precast Concrete Contractors,37068961.68,AK
,326299,All Other Rubber Product Manufacturing,36951322.45,AK
,332618,Other Fabricated Wire Product Manufacturing,36903365.89,AK
,611110,Elementary and Secondary Schools,36727302.29,AK
,562112,Hazardous Waste Collection,36540490.94,AK
,335129,Other Lighting Equipment Manufacturing,35719439.05,AK
,325520,Adhesive Manufacturing,35653471.36,AK
,332420,Metal Tank (Heavy Gauge) Manufacturing,34864162.71,AK
,561510,Travel Agencies,34709890.18,AK
,311230,Breakfast Cereal Manufacturing,34115143.77,AK
,315240,"Women’s, Girls’, and Infants’ Cut and Sew Apparel Manufacturing",34009771.49,AK
,336360,Motor Vehicle Seating and Interior Trim Manufacturing,33890796.48,AK
,326220,Rubber and Plastics Hoses and Belting Manufacturing,33792092.77,AK
,423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers",33367358.03,AK
,444190,Other Building Material Dealers,33120684.93,AK
,541430,Graphic Design Services,32832462.51,AK
,311422,Specialty Canning,32751746.43,AK
,624120,Services for the Elderly and Persons with Disabilities,32674125.2,AK
,334514,Totalizing Fluid Meter and Counting Device Manufacturing,32250156.41,AK
,561330,Professional Employer Organizations,31644095.1,AK
,811121,"Automotive Body, Paint, and Interior Repair and Maintenance",31602828.27,AK
,922160,Fire Protection,31474967.67,AK
,531390,Other Activities Related to Real Estate,30956480.74,AK
,524210,Insurance Agencies and Brokerages,30884960.98,AK
,327390,Other Concrete Product Manufacturing,30838337.37,AK
,333293,Printing Machinery and Equipment Manufacturing,30809576.51,AK
,311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",30732665.33,AK
,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,30696987.51,AK
,561431,Private Mail Centers,30576266.17,AK
,517311,Wired Telecommunications Carriers,30558965.67,AK
,712110,Museums,30180600.43,AK
,238140,Masonry Contractors,30101411.32,AK
,483211,Inland Water Freight Transportation,29847602.83,AK
,531190,Lessors of Other Real Estate Property,29736324.7,AK
,448210,Shoe Stores,29680838.24,AK
,611210,Junior Colleges,29644493.07,AK
,311340,Nonchocolate Confectionery Manufacturing,28936117.2,AK
,333992,Welding and Soldering Equipment Manufacturing,28803986.72,AK
,339950,Sign Manufacturing,28782759.29,AK
,541922,Commercial Photography,27972905.95,AK
,423710,Hardware Merchant Wholesalers,27702942.38,AK
,531320,Offices of Real Estate Appraisers,26923550.96,AK
,322211,Corrugated and Solid Fiber Box Manufacturing,26849988.99,AK
,339116,Dental Laboratories,26652659.4,AK
,115112,"Soil Preparation, Planting, and Cultivating",26464329.37,AK
,423690,Other Electronic Parts and Equipment Merchant Wholesalers,26330969.48,AK
,333913,Measuring and Dispensing Pump Manufacturing,26300616.08,AK
,335921,Fiber Optic Cable Manufacturing,26106182.47,AK
,335932,Noncurrent-Carrying Wiring Device Manufacturing,26083381.37,AK
,523991,"Trust, Fiduciary, and Custody Activities",25627435.18,AK
,112990,All Other Animal Production,25620781.0,AK
,562219,Other Nonhazardous Waste Treatment and Disposal,25589186.59,AK
,111998,All Other Miscellaneous Crop Farming,25488921.71,AK
,115210,Support Activities for Animal Production,25154521.78,AK
,611692,Automobile Driving Schools,25042959.73,AK
,236116,New Multifamily Housing Construction (except For-Sale Builders),24730141.57,AK
,221119,Other Electric Power Generation,24691274.9,AK
,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",24489626.79,AK
,212321,Construction Sand and Gravel Mining,24257906.65,AK
,331222,Steel Wire Drawing,23714629.88,AK
,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,23714240.25,AK
,481111,Scheduled Passenger Air Transportation,23583496.21,AK
,326122,Plastics Pipe and Pipe Fitting Manufacturing,23374346.88,AK
