id,code,name,amount,State
,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",721389.05,AK
,238990,All Other Specialty Trade Contractors,706318.84,AK
,339920,Sporting and Athletic Goods Manufacturing,699737.13,AK
,517210,Wireless Telecommunications Carriers (except Satellite),669862.46,AK
,238330,Flooring Contractors,654728.93,AK
,339112,Surgical and Medical Instrument Manufacturing,651865.07,AK
,314910,Textile Bag and Canvas Mills,630391.2,AK
,337127,Institutional Furniture Manufacturing,590310.05,AK
,339999,All Other Miscellaneous Manufacturing,582353.67,AK
,541199,All Other Legal Services,579450.54,AK
,332439,Other Metal Container Manufacturing,578667.63,AK
,339114,Dental Equipment and Supplies Manufacturing,567779.0,AK
,713930,Marinas,563590.63,AK
,238320,Painting and Wall Covering Contractors,553956.12,AK
,611310,"Colleges, Universities, and Professional Schools",504258.0,AK
,336112,Light Truck and Utility Vehicle Manufacturing,493900.42,AK
,314999,All Other Miscellaneous Textile Product Mills,489775.05,AK
,212321,Construction Sand and Gravel Mining,484250.0,AK
,621492,Kidney Dialysis Centers,474115.95,AK
,332311,Prefabricated Metal Building and Component Manufacturing,465199.53,AK
,488320,Marine Cargo Handling,457805.51,AK
,325120,Industrial Gas Manufacturing,441863.33,AK
,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",441664.95,AK
,621420,Outpatient Mental Health and Substance Abuse Centers,433342.5,AK
,561599,All Other Travel Arrangement and Reservation Services,420907.79,AK
,812320,Drycleaning and Laundry Services (except Coin-Operated),377817.88,AK
,481219,Other Nonscheduled Air Transportation,374152.0,AK
,531390,Other Activities Related to Real Estate,374082.67,AK
,488330,Navigational Services to Shipping,371971.86,AK
,444110,Home Centers,368308.17,AK
,488390,Other Support Activities for Water Transportation,365736.26,AK
,334112,Computer Storage Device Manufacturing,365236.93,AK
,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",357534.73,AK
,561110,Office Administrative Services,348802.74,AK
,221122,Electric Power Distribution,334288.28,AK
,811121,"Automotive Body, Paint, and Interior Repair and Maintenance",332814.18,AK
,336212,Truck Trailer Manufacturing,332070.25,AK
,541219,Other Accounting Services,317016.52,AK
,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,306395.03,AK
,515210,Cable and Other Subscription Programming,303909.53,AK
,213115,Support Activities for Nonmetallic Minerals (except Fuels) Mining,302043.25,AK
,336999,All Other Transportation Equipment Manufacturing,298863.4,AK
,326122,Plastics Pipe and Pipe Fitting Manufacturing,296219.52,AK
,491110,Postal Service,292335.08,AK
,561410,Document Preparation Services,290932.28,AK
,621111,Offices of Physicians (except Mental Health Specialists),290152.47,AK
,621512,Diagnostic Imaging Centers,281555.0,AK
,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",280932.39,AK
,481112,Scheduled Freight Air Transportation,273315.55,AK
,561710,Exterminating and Pest Control Services,273216.35,AK
,324121,Asphalt Paving Mixture and Block Manufacturing,270682.14,AK
,334310,Audio and Video Equipment Manufacturing,260771.95,AK
,333997,Scale and Balance Manufacturing,258263.07,AK
,531320,Offices of Real Estate Appraisers,254970.0,AK
,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,254517.99,AK
,562920,Materials Recovery Facilities,247675.4,AK
,541720,Research and Development in the Social Sciences and Humanities,247517.04,AK
,314110,Carpet and Rug Mills,245909.19,AK
,713940,Fitness and Recreational Sports Centers,245530.08,AK
,337122,Nonupholstered Wood Household Furniture Manufacturing,245500.75,AK
,333293,Printing Machinery and Equipment Manufacturing,242183.28,AK
,238190,"Other Foundation, Structure, and Building Exterior Contractors",238832.5,AK
,333517,Machine Tool Manufacturing,236881.63,AK
,238350,Finish Carpentry Contractors,233479.66,AK
,484210,Used Household and Office Goods Moving,230391.78,AK
,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",230053.27,AK
,532111,Passenger Car Rental,228963.34,AK
,325199,All Other Basic Organic Chemical Manufacturing,220941.22,AK
,238110,Poured Concrete Foundation and Structure Contractors,216298.11,AK
,441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",216173.35,AK
,813110,Religious Organizations,208812.86,AK
,811111,General Automotive Repair,207598.03,AK
,325611,Soap and Other Detergent Manufacturing,202811.71,AK
,333316,Photographic and Photocopying Equipment Manufacturing,201394.42,AK
,315999,Other Apparel Accessories and Other Apparel Manufacturing,193814.29,AK
,339950,Sign Manufacturing,192712.54,AK
,541618,Other Management Consulting Services,192040.48,AK
,541380,Testing Laboratories,190514.57,AK
,423110,Automobile and Other Motor Vehicle Merchant Wholesalers,187344.31,AK
,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),186728.11,AK
,611710,Educational Support Services,185685.0,AK
,336120,Heavy Duty Truck Manufacturing,181093.0,AK
,611699,All Other Miscellaneous Schools and Instruction,177460.1,AK
,454310,Fuel Dealers,175757.19,AK
,483113,Coastal and Great Lakes Freight Transportation,172646.33,AK
,333912,Air and Gas Compressor Manufacturing,168340.03,AK
,311991,Perishable Prepared Food Manufacturing,167241.85,AK
,444130,Hardware Stores,165834.96,AK
,332321,Metal Window and Door Manufacturing,164299.8,AK
,541614,"Process, Physical Distribution, and Logistics Consulting Services",163557.97,AK
,333315,Photographic and Photocopying Equipment Manufacturing,148448.14,AK
,333618,Other Engine Equipment Manufacturing,148188.33,AK
,712110,Museums,145367.0,AK
,541320,Landscape Architectural Services,145320.54,AK
,541430,Graphic Design Services,143990.45,AK
,541921,"Photography Studios, Portrait",142784.4,AK
,336211,Motor Vehicle Body Manufacturing,142566.0,AK
,561920,Convention and Trade Show Organizers,141883.78,AK
,922140,Correctional Institutions,139903.94,AK
,333111,Farm Machinery and Equipment Manufacturing,138845.28,AK
,221310,Water Supply and Irrigation Systems,138556.05,AK
,483211,Inland Water Freight Transportation,132353.79,AK
,488210,Support Activities for Rail Transportation,131863.0,AK
,333298,All Other Industrial Machinery Manufacturing,131175.72,AK
,541910,Marketing Research and Public Opinion Polling,129999.0,AK
,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",125436.64,AK
,211112,Natural Gas Liquid Extraction,122921.27,AK
,532420,Office Machinery and Equipment Rental and Leasing,122826.68,AK
,325412,Pharmaceutical Preparation Manufacturing,121723.88,AK
,327390,Other Concrete Product Manufacturing,119956.6,AK
,336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,117225.0,AK
,236115,New Single-Family Housing Construction (except For-Sale Builders),113343.0,AK
,332420,Metal Tank (Heavy Gauge) Manufacturing,112723.36,AK
,336214,Travel Trailer and Camper Manufacturing,112659.75,AK
,332510,Hardware Manufacturing,111836.89,AK
,326211,Tire Manufacturing (except Retreading),111089.73,AK
,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,109573.69,AK
,721199,All Other Traveler Accommodation,106581.54,AK
,541820,Public Relations Agencies,105000.0,AK
,441222,Boat Dealers,104649.35,AK
,541890,Other Services Related to Advertising,104199.0,AK
,336360,Motor Vehicle Seating and Interior Trim Manufacturing,99580.0,AK
,711219,Other Spectator Sports,96652.83,AK
,238170,Siding Contractors,94604.0,AK
,621498,All Other Outpatient Care Centers,94470.0,AK
,333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,91415.52,AK
,562219,Other Nonhazardous Waste Treatment and Disposal,87914.13,AK
,484220,"Specialized Freight (except Used Goods) Trucking, Local",86887.95,AK
,812332,Industrial Launderers,86230.16,AK
,812930,Parking Lots and Garages,85440.0,AK
,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,85055.45,AK
,562119,Other Waste Collection,83673.07,AK
,315210,Cut and Sew Apparel Contractors,83175.88,AK
,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,83018.95,AK
,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",82735.72,AK
,811198,All Other Automotive Repair and Maintenance,81964.95,AK
,611620,Sports and Recreation Instruction,81422.64,AK
,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",80815.68,AK
,561492,Court Reporting and Stenotype Services,78352.62,AK
,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,76983.25,AK
,324191,Petroleum Lubricating Oil and Grease Manufacturing,73681.32,AK
,321999,All Other Miscellaneous Wood Product Manufacturing,72201.73,AK
,333996,Fluid Power Pump and Motor Manufacturing,69480.39,AK
,333991,Power-Driven Handtool Manufacturing,68462.85,AK
,443120,Computer and Software Stores,68371.8,AK
,334517,Irradiation Apparatus Manufacturing,68030.0,AK
,326199,All Other Plastics Product Manufacturing,67894.8,AK
,531190,Lessors of Other Real Estate Property,67336.82,AK
,325413,In-Vitro Diagnostic Substance Manufacturing,66363.04,AK
,238390,Other Building Finishing Contractors,65624.14,AK
,221121,Electric Bulk Power Transmission and Control,63635.21,AK
,321113,Sawmills,63629.94,AK
,424690,Other Chemical and Allied Products Merchant Wholesalers,62998.0,AK
,541840,Media Representatives,62829.71,AK
,517911,Telecommunications Resellers,62644.26,AK
,924120,Administration of Conservation Programs,59192.17,AK
,334119,Other Computer Peripheral Equipment Manufacturing,59133.96,AK
,711510,"Independent Artists, Writers, and Performers",56926.2,AK
,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),53375.41,AK
,335911,Storage Battery Manufacturing,53261.29,AK
,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,50604.35,AK
,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,50586.54,AK
,333515,Cutting Tool and Machine Tool Accessory Manufacturing,50325.51,AK
,327320,Ready-Mix Concrete Manufacturing,50060.53,AK
,316210,Footwear Manufacturing,50040.86,AK
,423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,49950.0,AK
,712120,Historical Sites,48503.0,AK
,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,47923.6,AK
,624190,Other Individual and Family Services,47475.97,AK
,423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",46842.0,AK
,333314,Optical Instrument and Lens Manufacturing,46657.92,AK
,339944,Carbon Paper and Inked Ribbon Manufacturing,46432.08,AK
,442210,Floor Covering Stores,45328.78,AK
,334419,Other Electronic Component Manufacturing,44624.5,AK
,326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,43900.0,AK
,326140,Polystyrene Foam Product Manufacturing,43800.0,AK
,561622,Locksmiths,43703.0,AK
,541211,Offices of Certified Public Accountants,42926.71,AK
,331110,Iron and Steel Mills and Ferroalloy Manufacturing,42601.4,AK
,336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,42507.22,AK
,336991,"Motorcycle, Bicycle, and Parts Manufacturing",42324.0,AK
,339111,Laboratory Apparatus and Furniture Manufacturing,42309.0,AK
,511120,Periodical Publishers,42070.0,AK
,423490,Other Professional Equipment and Supplies Merchant Wholesalers,41852.98,AK
,322121,Paper (except Newsprint) Mills,40884.36,AK
,624310,Vocational Rehabilitation Services,39531.25,AK
,721191,Bed-and-Breakfast Inns,39345.0,AK
,721214,Recreational and Vacation Camps (except Campgrounds),38785.0,AK
,321911,Wood Window and Door Manufacturing,38409.0,AK
,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",38194.0,AK
,532291,Home Health Equipment Rental,37577.45,AK
,531110,Lessors of Residential Buildings and Dwellings,37057.08,AK
,323111,Commercial Printing (except Screen and Books),35913.8,AK
,922160,Fire Protection,35781.0,AK
,315280,Other Cut and Sew Apparel Manufacturing,35627.35,AK
,322212,Folding Paperboard Box Manufacturing,33595.23,AK
,921190,Other General Government Support,32306.86,AK
,321991,Manufactured Home (Mobile Home) Manufacturing,32150.0,AK
,333922,Conveyor and Conveying Equipment Manufacturing,31847.21,AK
,541350,Building Inspection Services,31619.12,AK
,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",31390.75,AK
,333249,Other Industrial Machinery Manufacturing,31370.0,AK
,333132,Oil and Gas Field Machinery and Equipment Manufacturing,31294.8,AK
,323114,Quick Printing,29678.0,AK
,336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,29531.04,AK
,333241,Food Product Machinery Manufacturing,29048.0,AK
,325510,Paint and Coating Manufacturing,28808.98,AK
,481111,Scheduled Passenger Air Transportation,27650.0,AK
,921150,American Indian and Alaska Native Tribal Governments,27465.87,AK
,238150,Glass and Glazing Contractors,26918.28,AK
,332992,Small Arms Ammunition Manufacturing,26143.75,AK
,441310,Automotive Parts and Accessories Stores,26066.06,AK
,112519,Other Aquaculture,26062.4,AK
,332323,Ornamental and Architectural Metal Work Manufacturing,25398.14,AK
,311999,All Other Miscellaneous Food Manufacturing,24105.97,AK
,512110,Motion Picture and Video Production,23764.0,AK
,334614,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing",23604.54,AK
,926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors",23490.0,AK
,238310,Drywall and Insulation Contractors,22800.0,AK
,519190,All Other Information Services,22392.72,AK
,332919,Other Metal Valve and Pipe Fitting Manufacturing,21660.42,AK
,114119,Other Marine Fishing,21500.0,AK
,562212,Solid Waste Landfill,20847.31,AK
,327215,Glass Product Manufacturing Made of Purchased Glass,20834.0,AK
,517312,Wireless Telecommunications Carriers (except Satellite),20246.79,AK
,339994,"Broom, Brush, and Mop Manufacturing",20173.32,AK
,813312,"Environment, Conservation and Wildlife Organizations",20000.0,AK
,336412,Aircraft Engine and Engine Parts Manufacturing,19959.62,AK
,532112,Passenger Car Leasing,19884.9,AK
,337910,Mattress Manufacturing,19565.0,AK
,332322,Sheet Metal Work Manufacturing,19284.71,AK
,541940,Veterinary Services,19218.56,AK
,333921,Elevator and Moving Stairway Manufacturing,19101.16,AK
,315228,Men's and Boys' Cut and Sew Other Outerwear Manufacturing,18779.2,AK
,483212,Inland Water Passenger Transportation,18006.21,AK
,424120,Stationery and Office Supplies Merchant Wholesalers,17841.85,AK
,812310,Coin-Operated Laundries and Drycleaners,17490.0,AK
,519130,Internet Publishing and Broadcasting and Web Search Portals,17451.0,AK
,333993,Packaging Machinery Manufacturing,17450.0,AK
,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",17397.0,AK
,812910,Pet Care (except Veterinary) Services,17280.0,AK
,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",17104.96,AK
,332912,Fluid Power Valve and Hose Fitting Manufacturing,16596.24,AK
,611420,Computer Training,16500.0,AK
,541490,Other Specialized Design Services,15900.0,AK
,238120,Structural Steel and Precast Concrete Contractors,15551.0,AK
,334417,Electronic Connector Manufacturing,15548.0,AK
,325992,"Photographic Film, Paper, Plate, and Chemical Manufacturing",15480.87,AK
,332991,Ball and Roller Bearing Manufacturing,14850.0,AK
,313210,Broadwoven Fabric Mills,14787.85,AK
,327910,Abrasive Product Manufacturing,14729.24,AK
,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),14519.31,AK
,325612,Polish and Other Sanitation Good Manufacturing,14144.0,AK
,332216,Saw Blade and Handtool Manufacturing,14000.0,AK
,331529,Other Nonferrous Metal Foundries (except Die-Casting),13975.0,AK
,237210,Land Subdivision,13800.0,AK
,423830,Industrial Machinery and Equipment Merchant Wholesalers,13761.44,AK
,488510,Freight Transportation Arrangement,13543.0,AK
,326212,Tire Retreading,13396.0,AK
,337920,Blind and Shade Manufacturing,13329.0,AK
,551114,"Corporate, Subsidiary, and Regional Managing Offices",13246.33,AK
,333613,Mechanical Power Transmission Equipment Manufacturing,12804.0,AK
,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",12295.4,AK
,333911,Pump and Pumping Equipment Manufacturing,12230.14,AK
,325920,Explosives Manufacturing,12160.84,AK
,333611,Turbine and Turbine Generator Set Units Manufacturing,12092.21,AK
,339116,Dental Laboratories,12000.0,AK
,339930,"Doll, Toy, and Game Manufacturing",11400.0,AK
,444190,Other Building Material Dealers,10867.84,AK
,713990,All Other Amusement and Recreation Industries,10738.7,AK
,541850,Outdoor Advertising,9999.99,AK
,452319,All Other General Merchandise Stores,9962.38,AK
,337212,Custom Architectural Woodwork and Millwork Manufacturing,9950.0,AK
,238130,Framing Contractors,9480.0,AK
,339991,"Gasket, Packing, and Sealing Device Manufacturing",9436.89,AK
,532289,All Other Consumer Goods Rental,9100.0,AK
,453210,Office Supplies and Stationery Stores,9013.49,AK
,484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance",9000.0,AK
,441320,Tire Dealers,8970.88,AK
,423410,Photographic Equipment and Supplies Merchant Wholesalers,8783.38,AK
,921110,Executive Offices,8096.0,AK
,511110,Newspaper Publishers,8000.0,AK
,541613,Marketing Consulting Services,7500.0,AK
,488490,Other Support Activities for Road Transportation,7493.75,AK
,323117,Books Printing,7321.26,AK
,488410,Motor Vehicle Towing,6931.55,AK
,326111,Plastics Bag and Pouch Manufacturing,6843.72,AK
,331210,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,6820.0,AK
,335129,Other Lighting Equipment Manufacturing,6653.0,AK
,812331,Linen Supply,6500.0,AK
,531130,Lessors of Miniwarehouses and Self-Storage Units,6000.0,AK
,561740,Carpet and Upholstery Cleaning Services,5956.34,AK
,423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,5893.9,AK
,322219,Other Paperboard Container Manufacturing,5878.54,AK
,334514,Totalizing Fluid Meter and Counting Device Manufacturing,5844.0,AK
,811490,Other Personal and Household Goods Repair and Maintenance,5590.0,AK
,811211,Consumer Electronics Repair and Maintenance,5505.0,AK
,326299,All Other Rubber Product Manufacturing,5246.6,AK
,442110,Furniture Stores,5182.9,AK
,485510,Charter Bus Industry,5000.0,AK
,487990,"Scenic and Sightseeing Transportation, Other",4780.0,AK
,487210,"Scenic and Sightseeing Transportation, Water",4770.0,AK
,314994,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills",4650.0,AK
,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,4290.0,AK
,922190,"Other Justice, Public Order, and Safety Activities",4150.0,AK
,525120,Health and Welfare Funds,4000.0,AK
,423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers",2824.1,AK
,332112,Nonferrous Forging,2660.0,AK
,561421,Telephone Answering Services,2330.28,AK
,315220,Men’s and Boys’ Cut and Sew Apparel Manufacturing,1931.0,AK
,448150,Clothing Accessories Stores,1754.0,AK
,423130,Tire and Tube Merchant Wholesalers,1539.9,AK
,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,1366.5,AK
,441110,New Car Dealers,1089.6,AK
,561439,Other Business Service Centers (including Copy Shops),750.0,AK
,561450,Credit Bureaus,379.76,AK
,333313,Office Machinery Manufacturing,338.95,AK
,483112,Deep Sea Passenger Transportation,0.0,AK
,333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing",0.0,AK
,333244,Printing Machinery and Equipment Manufacturing,0.0,AK
,337110,Wood Kitchen Cabinet and Countertop Manufacturing,0.0,AK
,424110,Printing and Writing Paper Merchant Wholesalers,0.0,AK
,541710,"Research and Development in the Physical, Engineering, and Life Sciences",0.0,AK
,112511,Finfish Farming and Fish Hatcheries,0.0,AK
,113310,Logging,0.0,AK
,221330,Steam and Air-Conditioning Supply,0.0,AK
,314912,Canvas and Related Product Mills,0.0,AK
,323110,Commercial Lithographic Printing,0.0,AK
,332618,Other Fabricated Wire Product Manufacturing,0.0,AK
,423390,Other Construction Material Merchant Wholesalers,0.0,AK
,444220,"Nursery, Garden Center, and Farm Supply Stores",0.0,AK
,445110,Supermarkets and Other Grocery (except Convenience) Stores,0.0,AK
,541810,Advertising Agencies,0.0,AK
,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",0.0,AK
,423210,Furniture Merchant Wholesalers,-0.03,AK
,332993,Ammunition (except Small Arms) Manufacturing,-25.0,AK
,451110,Sporting Goods Stores,-79.92,AK
,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",-246.53,AK
,522390,Other Activities Related to Credit Intermediation,-304.39,AK
,541922,Commercial Photography,-1003.34,AK
,925120,Administration of Urban Planning and Community and Rural Development,-1862.56,AK
,561611,Investigation Services,-3200.0,AK
,423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,-3451.07,AK
,492110,Couriers and Express Delivery Services,-5449.67,AK
,541110,Offices of Lawyers,-6052.24,AK
,333913,Measuring and Dispensing Pump Manufacturing,-7105.0,AK
,454319,Other Fuel Dealers,-7736.3,AK
,454312,Liquefied Petroleum Gas (Bottled Gas) Dealers,-8968.35,AK
,423520,Coal and Other Mineral and Ore Merchant Wholesalers,-13421.89,AK
,488111,Air Traffic Control,-18224.9,AK
,321918,Other Millwork (including Flooring),-18365.05,AK
,621320,Offices of Optometrists,-30000.0,AK
,333220,Plastics and Rubber Industry Machinery Manufacturing,-32476.06,AK
,611692,Automobile Driving Schools,-73635.0,AK
,424710,Petroleum Bulk Stations and Terminals,-102812.01,AK
